dataset_test,score,positive,negative,n_positive,n_negative,median_positive,median_negative,delta_median,p_wilcox,auc,expected
GSE151179_RAI,TDS,RAI_refractory,RAI_avid,35,4,-0.147657252103107,0.0172803942103848,-0.164937646313492,0.639141165456955,0.578571428571429,lower
GSE151179_RAI,RAIR_like,RAI_refractory,RAI_avid,35,4,1.43296576694291,1.33865116873157,0.0943145982113449,0.639141165456955,0.421428571428571,higher
GSE151179_RAI,OneCarbon,RAI_refractory,RAI_avid,35,4,0.00140706473911715,0.211403529495773,-0.209996464756655,0.516613779771675,0.392857142857143,higher
GSE151179_RAI,TDS,RAI_refractory,RAI_avid_remission,35,4,-0.147657252103107,0.0172803942103848,-0.164937646313492,0.639141165456955,0.578571428571429,lower
GSE151179_RAI,RAIR_like,RAI_refractory,RAI_avid_remission,35,4,1.43296576694291,1.33865116873157,0.0943145982113449,0.639141165456955,0.421428571428571,higher
