pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_GLYCOLYSIS,9.38562094622765e-08,2.18997822078645e-07,0.704975715167238,0.491995061402005,1.5745227530061,186,QSOX1;SDC3;PKP2;MET;PAM;DSC2;ELF3;TGFA;EGFR;B3GNT3;CHST2;IL13RA1;HS2ST1;GALE;FUT8;GLCE;PKM;PC;NT5E;AGRN;ERO1A;PDK3;IDH1;KIF2A;CHPF2;PYGB;TPBG;IER3;LDHA;P4HA2;MERTK;IRS2;AK4;ECD;STMN1;B4GALT1;VCAN;EXT2;PHKA2;CAPN5;B3GAT1;ARPP19;PYGL;CASP6;RARS1;ANGPTL4;GFUS;HK2;B4GALT4;ZNF292;ENO1;DDIT4;KDELR3;COPB2;PPP2CB;HMMR;RPE;SLC16A3;BPNT1;CLDN9;PMM2;RBCK1;P4HA1;COL5A1;ADORA2B;PGM2;GNPDA1;SOX9;KIF20A;SLC37A4;GPC4;NASP;HDLBP;PLOD2;NDST3;AK3;TGFBI;ME2;B4GALT2;EGLN3;CENPA;MED24;GFPT1;ANG;SLC35A3;PGAM1
HALLMARK_HYPOXIA,1.16978459865085e-07,2.60542933335871e-07,0.704975715167238,0.49059213471783,1.57003299252204,186,SDC4;SDC3;TIPARP;PFKFB3;SLC6A6;PAM;ANXA2;EGFR;PLAUR;MAFF;SLC2A1;BHLHE40;CHST2;SIAH2;FOSL2;PLIN2;CAVIN1;SLC2A3;IDS;LOX;MAP3K1;TGM2;ERO1A;PDK3;MYH9;CAV1;S100A4;TPBG;PKP1;IER3;LDHA;P4HA2;IRS2;AK4;CCNG2;ERRFI1;HS3ST1;KLF6;FOXO3;TES;KLF7;NEDD4L;KDM3A;SULT2B1;STBD1;CASP6;ANGPTL4;ETS1;HK2;SERPINE1;ZNF292;ENO1;DDIT4;RBPJ;KDELR3;LARGE1;EFNA1;HMOX1;PPP1R15A;PGM1;BTG1;F3;SRPX;P4HA1;BNIP3L;PFKL;COL5A1;ATF3;ADORA2B;PGM2;CDKN1A;NFIL3;SLC37A4;ATP7A;WSB1;GPC4;IL6;NDRG1;HDLBP;CHST3;TGFB3;TGFBI;XPNPEP1;ALDOC;NDST1
HALLMARK_UV_RESPONSE_DN,2.01285456690623e-07,4.2882553816698e-07,0.690132458796796,0.514033516944559,1.62518834638715,139,RUNX1;RND3;MET;LDLR;MMP16;FYN;ANXA2;NOTCH2;BHLHE40;SIPA1L1;PIAS3;MYC;LAMC1;DLC1;IGFBP5;ATP2B4;AKT3;SYNJ2;CELF2;LTBP1;CAV1;ANXA4;IGF1R;TJP1;BDNF;RASA2;ERBB2;CDC42BPA;ATP2B1;PIK3CD;HAS2;RGS4;SMAD3;PTPRM;NEK7;ATP2C1;NFKB1;PHF3;ZMIZ1;TENT4A;COL3A1;SERPINE1;ATRX;SLC7A1;ACVR2A;CDK13;MIOS;DDAH1;MAPK14;F3;SCAF8;GJA1;ADORA2B;VAV2;ATXN1;RBPMS;NFIB;NIPBL;MAP1B;SCN8A;YTHDC1;AGGF1;PRDM2;PTEN;NRP1;AMPH;COL5A2;NR1D2;ITGB3;INSIG1;DYRK1A;SRI;COL11A1;INPP4B;KCNMA1;MTA1;ABCC1;PRKAR2B;GCNT1;PDLIM5
HALLMARK_PROTEIN_SECRETION,1.01902452111359e-06,2.08050839727357e-06,0.643551836150722,0.541441593729489,1.6809082814501,95,CTSC;STAM;PAM;DST;EGFR;SGMS1;IGF2R;SCRN1;VAMP4;ABCA1;RPS6KA3;MAPK1;CAV2;VAMP3;PPT1;ARFGEF1;AP3S1;ZW10;LAMP2;RAB14;AP2M1;SSPN;ARCN1;KIF1B;ANP32E;ADAM10;SNAP23;VPS4B;GBF1;NAPG;ARFIP1;COPB1;SEC24D;COPB2;AP2B1;STX7;M6PR;SCAMP1;RAB5A;CLTA;DOP1A;LMAN1;TSG101;ATP7A;CLTC;AP1G1;VAMP7;ARFGEF2;RER1;SNX2;RAB22A;RAB9A;TMX1;KRT18;CLCN3;SEC22B;USO1;DNM1L;CD63;STX16;ATP1A1;SCAMP3;TPD52;ICA1;AP3B1;SEC31A;RAB2A;GOLGA4;TMED2
HALLMARK_ANDROGEN_RESPONSE,1.60147329325914e-06,3.13888765478792e-06,0.643551836150722,0.530720301750798,1.64972852354215,97,ACTN1;TSC22D1;SCD;PTK2B;ANKH;ARID5B;UAP1;PMEPA1;UBE2I;RPS6KA3;MYL12A;XRCC5;CCND3;SLC38A2;ELK4;SLC26A2;ZBTB10;STK39;MERTK;ADAMTS1;NGLY1;ITGAV;B4GALT1;XRCC6;STEAP4;ZMIZ1;ABHD2;CENPN;ALDH1A3;GNAI3;UBE2J1;MAF;SEC24D;ELOVL5;GUCY1A1;VAPA;PGM3;LMAN1;SAT1;NCOA4;AKT1;B2M;TMEM50A;NDRG1;TMPRSS2;MAP7;FKBP5;SELENOP;GSR;RRP12;INSIG1;SMS;INPP4B;DHCR24
HALLMARK_COAGULATION,2.63301269295487e-06,4.96221622903033e-06,0.627256739718528,0.513578737931895,1.60971794421252,114,PROS1;ANXA1;PRSS23;CTSH;ITGA2;DPP4;FYN;SERPINA1;MAFF;GSN;CFH;BMP1;TMPRSS6;PLAU;TIMP1;LRP1;CLU;RABIF;C3;CAPN2;MMP14;WDR1;COMP;PROC;GNG12;CFI;PREP;CFB;LAMP2;RAC1;CD9;KLF7;THBS1;CAPN5;MMP7;SERPING1;SPARC;SERPINE1;LTA4H;OLR1;MMP11;CTSK;APOC1;F3;CTSE;ADAM9;MMP2;HPN
HALLMARK_TGF_BETA_SIGNALING,7.21460540187628e-06,1.30931727663681e-05,0.610526878385931,0.593374565354338,1.76492319065946,53,TGFBR1;ACVR1;TGIF1;RAB31;SLC20A1;SMURF1;SKIL;SMURF2;CTNNB1;PMEPA1;LTBP2;MAP3K7;TJP1;HIPK2;SMAD3;RHOA;TGFB1;BMPR2;XIAP;THBS1;IFNGR2;SKI;ARID4B;SERPINE1;NCOR2;PPP1R15A;KLF10;TRIM33;CDK9;UBE2D3;PPM1A;JUNB
HALLMARK_DNA_REPAIR,2.52722034009008e-05,4.42263559515764e-05,0.575610261071129,0.470279298109745,1.48980762387863,147,POLR3C;STX3;DDB2;POLD1;CANT1;RFC3;POLR2D;PNP;POLA1;ELL;POLH;RAD51;XPC;RALA;POLD3;IMPDH2;TP53;GTF2B;RNMT;NUDT21;ADCY6;LIG1;AGO4;RFC4;PRIM1;PCNA;ERCC3;GTF2H3;SF3A3;NCBP2;RFC2;GSDME;NFX1;EIF1B;DDB1;REV3L;DGCR8;SUPT5H;TSG101;CMPK2;TAF12;DCTN4;NELFB;POLR2A;TAF6;TK2;SSRP1;ERCC5;TAF13;CSTF3;POLD4;RRM2B;AK3;FEN1;GTF2F1;POM121;ERCC4;TAF9;HPRT1;NT5C3A;POLR1D;RAD52;ZNF707;CLP1;ARL6IP1;SEC61A1;MPG;BRF2;POLR2E;RPA2;UMPS;ERCC1;POLR2C;SRSF6;HCLS1;GPX4;TMED2;POLB;SNAPC4;SMAD5;ZWINT;ADRM1
HALLMARK_PI3K_AKT_MTOR_SIGNALING,4.18390492387195e-05,7.06935659550778e-05,0.557332238758646,0.498422420604013,1.55203599240336,100,NOD1;TNFRSF1A;EGFR;SLC2A1;TIAM1;SFN;MYD88;CDK2;MAP3K7;RPS6KA3;GSK3B;ACTR3;MAPK1;ITPR2;RIT1;ATF1;STAT2;CAB39;GRK2;ACTR2;YWHAB;AP2M1;RAC1;RALB;TBK1;MAP2K3;PIKFYVE;PTPN11;ARHGDIA;CDK4;GRB2;CDKN1A;RAF1;AKT1;CLTC;IRAK4;DUSP3;UBE2D3;PTEN;DAPP1;MKNK1;SQSTM1;PLCG1;RPTOR;MKNK2;NCK1;UBE2N;RIPK1;MAPK9;CFL1;E2F1;CDK1;PPP2R1B;PRKAG1;ARPC3;PPP1CA;SMAD2;EIF4E;PLA2G12A;PDK1;PLCB1;LCK;PFN1;CDKN1B
HALLMARK_CHOLESTEROL_HOMEOSTASIS,6.5052717827098e-05,0.000106252772450927,0.538434096309916,0.530814045765517,1.61890357607055,72,CXCL16;LDLR;LGALS3;SCD;TNFRSF12A;PLAUR;ETHE1;NIBAN1;PLSCR1;CLU;CTNNB1;S100A11;PDK3;ANXA5;MAL2;ACTG1;LPL;ERRFI1;ALCAM;CD9;SC5D;JAG1;TP53INP1;SREBF2;FDPS;CYP51A1;ATF3;NFIL3;ATXN2;CPEB2
HALLMARK_HEME_METABOLISM,9.41933062919942e-05,0.000148886193816378,0.538434096309916,0.445124301853336,1.42308073074814,182,ENDOD1;MBOAT2;SLC22A4;SLC2A1;BACH1;TRAK2;PC;PICALM;CAST;OPTN;LPIN2;SLC25A37;C3;XPO7;RIOK3;VEZF1;CCND3;RCL1;TOP1;MFHAS1;P4HA2;LRP10;ADD1;KDM7A;KHNYN;LAMP2;IGSF3;ERMAP;FOXO3;EZH1;ACP5;NEK7;HDGF;CAT;YPEL5;ARHGEF12;FOXJ2;BPGM;RBM38;MAP2K3;GDE1;RNF19A;SLC30A1;USP15;MOSPD1;BLVRA;AQP3;RNF123;CTSE;BMP2K;GCLM;BNIP3L;CTNS;MOCOS;GMPS;PDZK1IP1;UCP2;NCOA4;ADIPOR1;FBXO34;MKRN1;MINPP1;ACKR1;KLF3;HTRA2;BTRC;SEC14L1;FBXO7;TNRC6B;TCEA1;CLCN3;RAD23A;DCAF10;TMEM9B;CDC27;TSPO2;DCAF11;GAPVD1;RBM5;MARCHF8;DAAM1;BTG2;TFDP2;SIDT2;SLC11A2;CIR1;NUDT4;EIF2AK1;SLC7A11;NARF;E2F2;NR3C1;SLC6A9;NFE2L1;SYNJ1;TFRC;ASNS
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.000209805987864985,0.000321265418918258,0.518848077743792,0.47446217737659,1.48405176555004,109,EDEM1;BAG3;YWHAZ;ERO1A;EXOSC10;KIF5B;NABP1;CKS1B;NPM1;SHC1;EIF4G1;NFYA;RRP9;KHSRP;CNOT6;EIF4A2;EEF2;EIF4A3;PAIP1;EXOSC9;NOP14;ATF6;DDX10;DDIT4;DCP2;KDELR3;DKC1;SDAD1;IARS1;ERN1;DCTN1;ATF3;DCP1A;NFYB;MTREX;EDC4;SLC30A5;CEBPB;TARS1;SEC11A;CNOT2;SLC1A4;EXOC2;IFIT1;EIF2S1;EXOSC2;PARN;CCL2;FUS;EIF4A1;TUBB2A;TSPYL2;DNAJA4;LSM1;NHP2;FKBP14;GEMIN4;SSR1;SERP1;NOP56;SEC31A;H2AX;EIF4E
HALLMARK_ANGIOGENESIS,0.000410807567930775,0.000609986994806303,0.49849310876659,0.595536985629399,1.67823927279577,32,TNFRSF21;TIMP1;S100A4;LPL;ITGAV;VCAN;FSTL1;CCND2;JAG1;COL3A1;OLR1;PTK2;PDGFA;VAV2;APP;NRP1;SPP1;COL5A2
HALLMARK_MYC_TARGETS_V2,0.00058568972504772,0.000844082250804067,0.477270815362862,0.529806909386621,1.5842602992948,56,PPRC1;MCM4;CBX3;PLK4;MAP3K6;MYC;MCM5;RCL1;NPM1;RRP9;GNL3;WDR43;DUSP2;UTP20;MYBBP1A;TCOF1;WDR74;DDX18;HK2;NIP7;HSPD1;CDK4;PES1;MPHOSPH10;RRP12;GRWD1;MRTO4;SRM;PPAN;BYSL;LAS1L
HALLMARK_UV_RESPONSE_UP,0.000609127365975326,0.000852778312365457,0.477270815362862,0.444138947992828,1.40648314012505,146,BID;ICAM1;LYN;RAB27A;NPTXR;CDKN2B;GLS;BTG3;CXCL2;MMP14;CDK2;CDO1;SLC6A12;HYAL2;CASP3;DNAJA1;CCND3;PPT1;IL6ST;AGO2;CDC5L;DDX21;NXF1;HSPA13;TAP1;CNP;DLG4;HNRNPU;FGF18;DNAJB1;WIZ;RFC4;EIF2S3;TYRO3;STARD3;TUBA4A;HMOX1;NUP58;RASGRP1;AQP3;PTPRD;GCH1;POLE3;BTG1;GGH;PARP2;ATF3;PPP1R2;STIP1;RET;ARRB2;TARS1;IL6;PPAT;JUNB;MARK2;FEN1;SQSTM1;CYB5B;SOD2;BCL2L11;E2F5;ATP6V1C1;PRKCD;IGFBP2;SHOX2;CLCN2
HALLMARK_PEROXISOME,0.000985535921388695,0.00134142389300128,0.45505986738723,0.469822085083039,1.46217703429845,99,MVP;PABPC1;YWHAH;STS;ISOC1;BCL10;CDK7;DHRS3;ACSL4;IDH1;CADM1;SMARCC1;ACSL5;SLC25A19;CTPS1;MSH2;TOP2A;ITGB1BP1;DLG4;SEMA3C;SLC27A2;CAT;SULT2B1;VPS4B;SLC35B2;RXRG;ABCD3;CLN8;IDE;CNBP;ERCC3;FDPS;ELOVL5;LONP2;ATXN1;PEX13;HSD17B11;ACOX1;CTBP1;SOD2;CRABP2;TSPO;DHCR24;PEX5;PEX14;GNPAT;ABCB9;SIAH1;ERCC1;NR1I2;HSD3B7;CLN6;ABCC5
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.00203852818265213,0.00269967245810687,0.326351610990907,0.549212682047454,1.58514042141917,39,MYC;CTNNB1;CSNK1E;MAML1;AXIN1;TCF7;HDAC2;HEY2;TP53;NCSTN;DVL2;ADAM17;CCND2;JAG1;NCOR2;RBPJ;CUL1
HALLMARK_MYOGENESIS,0.0020997900209979,0.00270762397444466,0.318279675040437,0.423408219465544,1.34938267409755,169,FLII;EPHB3;ITGB4;CNN3;SCD;RYR1;BHLHE40;SVIL;ERBB3;FGF2;GSN;DMD;TPM3;KLF5;PC;PRNP;CLU;PLXNB2;HBEGF;NAV2;AGRN;PDE4DIP;PDLIM7;TPD52L1;MYH9;SPTAN1;SPHK1;SYNGR2;RIT1;DAPK2;TNNI1;ITGA7;MYO1C;TGFB1;SSPN;EIF4A2;CTF1;ITGB5;SPARC;COL3A1;LARGE1;AEBP1;APOD;FDPS;MEF2D;MYBPH;LPIN1;CDKN1A;APP;FOXO4;COL6A3;DENND2B;MEF2A;ABLIM1;SORBS1;ADAM12;PTP4A3
HALLMARK_HEDGEHOG_SIGNALING,0.00707619731309609,0.00889060688055663,0.173713219262156,0.540081771877627,1.53413796886701,34,AMOT;RASA1;NRP2;NRCAM;MYH9;HEY2;CELSR1;ETS2;CRMP1;UNC5C;CDK5R1;DPYSL2;PML;NF1;LDB1
HALLMARK_KRAS_SIGNALING_DN,0.023997600239976,0.0293970602939706,0.0920996025791478,0.399190598121439,1.26230942456284,140,TGM1;SPTBN2;CLDN16;RYR1;KRT15;KLK7;CCNA1;CHST2;SYNPO;SKIL;MAST3;PLAG1;CDKAL1;YPEL1;TGFB2;KRT13;PKP1;KCND1;HTR1D;CELSR2;RSAD2;BARD1;P2RY4;CD207;MFSD6;NUDT11;MTHFR;MACROH2A2;RGS11;PNMT;PRODH;EDN1;PDK2;LFNG;LYPD3;MX1;NR4A2;STAG3;C5;SLC6A14;SERPINB2;CLSTN3;SELENOP;SLC30A3;SLC29A3;FGFR3;KMT2D;CCR8;HTR1B;ASB7;IGFBP2;SHOX2;KCNMB1;KLHDC8A;CD80;NTF3;ZNF112;ENTPD7;KRT5;MEFV;BTG2;CALCB
HALLMARK_SPERMATOGENESIS,0.0432389150235212,0.0516757764915253,0.0679370144586811,0.407418448082315,1.26410614482335,94,CCNA1;SLC12A2;TSN;AGFG1;GMCL1;SHE;SIRT1;TOPBP1;BUB1;NCAPH;DBF4;RPL39L;RFC4;MAST2;IDE;MTOR;TLE4;MLLT10;EZH2;PARP2;CSNK2A2;LPIN1;IP6K1;NEK2;ZC3H14;TTK;OAZ3;CCNB2;STAM2;DMC1;MAP7;SCG5;KIF2C;BRAF;CFTR;CLGN;PGS1;STRBP;CDK1;PCSK1N;CDKN3;CHRM4;CHFR;RAD17
HALLMARK_APICAL_SURFACE,0.0519493774239641,0.0606076069946248,0.0623299809682921,0.46756880258608,1.34509294440302,38,LYN;PLAUR;DCBLD2;SULF2;B4GALT1;SHROOM2;ADAM10;CRYBG1;CX3CL1;GATA3;IL2RB;SRPX;APP;LYPD3;CROCC;AFAP1L2;EPHB4;EFNA5
HALLMARK_NOTCH_SIGNALING,0.111386650134325,0.126928973408882,0.0415155189937178,0.457369681502692,1.2786489582044,30,NOTCH2;DTX4;MAML2;FZD7;WNT5A;FBXW11;JAG1;APH1A;HEYL;CUL1;NOTCH3;LFNG;TCF7L2;DTX2;SKP1;WNT2;DLL1;DTX1;FZD5;NOTCH1;PPARD;ARRB1;RBX1
HALLMARK_XENOBIOTIC_METABOLISM,0.120987901209879,0.134736526347365,0.0388937547614518,0.35945179664769,1.14555647309322,169,PROS1;CYP2S1;FAS;SLC6A6;EPHA2;TNFRSF1A;UPP1;NPC1;PC;LPIN2;CDO1;SLC6A12;IDH1;TGFB2;BCAT1;ABCC3;UGDH;IL1R1;ESR1;CFB;CAT;ETS2;ARPP19;CASP6;AQP9;SERPINE1;APOE;SSR3;HSD11B1;HMOX1;PTGES3;ELOVL5;GCH1;PGRMC1;MAN1A1;JUP;RBP4;PMM1;SERTAD1;KARS1;MARCHF6;BCAR1;ACP2;ID2;GSR;TMEM176B;ACOX1;NMT1;DDAH2;CYFIP2;GCKR;DHRS1;XDH;HPRT1;COMT;CYP2J2;ARG2;PSMB10;PDLIM5;SPINT2;VNN1;TMBIM6;IRF8;SLC35D1;HES6;FMO3;PEMT;MTHFD1;PINK1;KYNU;PTGES;CYP26A1;FBLN1;GABARAPL1;ATP2A2;LONP1;ACP1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.283690813435856,0.308907774630154,0.0231147472973,0.381154354819313,1.1210983041199,47,PRNP;SBNO2;PDLIM1;MBP;CDKN2D;CAT;OXSR1;SCAF4;GCLM;JUNB;MGST1;PRDX6;GSR;SOD2;EGLN2;ABCC1;MSRA;PRDX4;LSP1;GPX4;PFKP;FES;TXN;SELENOS;GLRX
HALLMARK_BILE_ACID_METABOLISM,0.361389111289031,0.384957966373098,0.0191924507224364,0.340905386033955,1.05969441401441,97,NPC1;ISOC1;OPTN;ABCA4;IDH1;ABCA1;ACSL5;SLC27A2;CAT;NEDD4;SULT2B1;CH25H;AQP9;SLC35B2;RXRG;ABCD3;SLC29A1;PECR;LONP2;GCLM;ATXN1;PEX13;HSD17B11;PEX26;RBP1;BCAR3;SOAT2;DHCR24;PEX19;PNPLA8;ABCA2;GNPAT;SULT1B1;NR1I2;HSD3B7;NR3C2;PIPOX;SLC23A2;PEX7;LCK
HALLMARK_ADIPOGENESIS,0.574342565743426,0.598782674923997,0.0124201600751032,0.306350822347163,0.982101487886778,194,PFKFB3;IFNGR1;PLIN2;CAVIN1;CD151;APLP2;GADD45A;ATP1B3;ESYT1;C3;IDH1;ABCA1;GPD2;YWHAG;RIOK3;RAB34;SLC66A3;NABP1;LPL;STAT5A;TANK;ELOVL6;STOM;CCNG2;ITGA7;ITSN1;ACAA2;SSPN;UBQLN1;BAZ2A;ATL2;ADCY6;CAT;SOWAHC;BCL6;ANGPTL4;APOE;SNCG;PHLDB1;ACLY;RMDN3;BCL2L13;PGM1;PFKL;UCP2;MAP4K3;GPAT4;G3BP2;CHUK;RNF11;RETN;SORBS1;ACOX1;UBC;PPM1B;NMT1;ARAF
HALLMARK_FATTY_ACID_METABOLISM,0.80971902809719,0.826588174515882,0.00699370962996266,0.279008293169483,0.883318932122495,145,HSPH1;S100A10;YWHAH;ODC1;ACSL4;G0S2;IDH1;GPD2;LGALS1;LDHA;ACSL5;HSP90AA1;UGDH;PTPRG;RAP1GDS1;NBN;ACAA2;APEX1;UBE2L6;INMT;METAP1;BLVRA;ELOVL5;SERINC1;CBR3;HSD17B11;ALDH3A2;PRDX6;SLC22A5;ACOX1;PPARA;IL4I1;PSME1;SMS;ACAT2;DHCR24
HALLMARK_PANCREAS_BETA_CELLS,0.908859955541442,0.908859955541442,0.00585678261730665,0.246963506508026,0.658734765893986,22,DPP4;AKT3
HALLMARK_OXIDATIVE_PHOSPHORYLATION,,,,-0.318241635298885,,200,NDUFA3;ATP5MC1;COX6A1;NDUFA1;NDUFB1;COX8A;COX5B;NDUFA2;ECI1;NDUFB2;ATP5PD;COX6C;NDUFA9;MRPL34;UQCR10;COX7B;UQCRQ;NDUFB7;ATP5F1D;MPC1;COX4I1;COX6B1;ATP5PO;MRPS15;ETFB;SDHA;COX17;ATP5ME;VDAC3;ATP5MF;NDUFA8;HSD17B10;ACAT1;ATP5PF;LDHB;NDUFS7;SUCLG1;NDUFS6;ATP5F1E;NDUFS8;CYC1;ECHS1;NDUFB8;UQCR11;PHYH;ATP6V0B;NDUFC2;COX5A;CYCS;NDUFC1;NDUFS3;MAOB;AIFM1;FH;COX7A2;MRPS11;MDH2;ALDH6A1;SURF1;NDUFA6;UQCRB;PDHA1;ATP5MC2;TIMM13;ATP5MC3;ATP5F1C;ECH1;COX7C;NDUFA5;NDUFB3;FXN;GOT2;FDX1;POR;GPI;MGST3;OGDH;SLC25A20
