pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,6.61840411726732e-05,0.000405153657448932,0.538434096309916,0.519900640139411,1.59460939209311,79,MED13;CDK19;KLF5;MED15;RELA;CCND3;KLF4;SREBF1;LPL;NCOA1;NCOA2;CARM1;HELZ2;TGFB1;NFKB1;MED28;MED14;EP300;TGS1;ANGPTL4;THRAP3;CHD9;MED1;NCOR2;SREBF2;NCOR1;TBL1XR1;MED17;CDK4;NCOA3;CREBBP;MED27;MED12;CEBPB;MED30;MED23;MED26;ZNF638;FAM120B;PPARA;MED4;MED21;MED24;TBL1X
REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS,6.93530791769256e-05,0.000421746687858689,0.538434096309916,0.753227843762898,1.89886216267706,16,SFN;YWHAH;YWHAZ;UBE2I;CAV1;YWHAG;SMAD3;YWHAB;SP1;EP300;YWHAQ;SERPINE1;PSMC6
REACTOME_CLEC7A_DECTIN_1_SIGNALING,6.95152745256412e-05,0.000421746687858689,0.538434096309916,0.51531682637122,1.59023007266612,87,UBE2D1;SRC;BCL10;RELB;RELA;PPP3CA;CASP8;UBA3;MAP3K7;PPP3CB;MALT1;CARD11;ITPR2;ITPR3;MAP3K14;NFKB2;NFKB1;PSMD2;PSMD1;FBXW11;CLEC7A;CCL17;TAB3;CCL22;PSMC6;TAB2;CUL1;AHCYL1;PSMC1;PSMD14;PSMD7;PSMD11;CHUK;CALM1;PSMB2;UBC;PSMD12;BTRC;PSMD6;TAB1;PSMA5;PPP3R1;PSMD8;UBE2N;PRKCD;PSMC2;IKBKB;IKBKG;CARD9;NFATC2;PSMA4;PDPK1;SKP1;PSMA3;PSMD3;PSMA7;ADRM1;PSMD13;PSMA6;NFATC3;CDC34;PSMB5;IL1B;UBE2D2;PYCARD;RPS27A;UBA52;UBE2V1
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,7.09659373293254e-05,0.000428634261469125,0.538434096309916,0.667214786396153,1.83707721476904,27,SEH1L;RCC1;NUP188;UBE2I;NUP205;NUP98;NDC1;NUP107;RANGAP1;NUP62;RAN;NUP54;NUP85;NUP133;NUP43;NUP58;KPNB1;NUP155;NUP93;NUP160;AHCTF1;NUP35;POM121
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,7.16176667052461e-05,0.000429749785851133,0.538434096309916,0.636760642018305,1.77912422771411,30,GATAD2A;MEAF6;AKT3;PIP4K2A;HDAC2;MTA2;TP53;KAT6A;EP300;GATAD2B;BRPF3;RBBP4;PML;PIP4K2B;BRD7;RBBP7;BRD1;AKT1;PIP4P1;PIP4K2C
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,7.17830768125144e-05,0.000429749785851133,0.538434096309916,0.506664294583362,1.57033139123021,94,MRC2;MYD88;MRC1;LNPEP;VAMP3;HLA-G;CTSS;ITGAV;NCF2;TAP1;PSMD2;HMGB1;PSMD1;CD207;ITGB5;SNAP23;PSMB8;S100A9;CYBB;PSMC6;HLA-C;HLA-B;PSMC1;PSMD14;PSMD7;PSMD11;CHUK;B2M;S100A8;PSMB2;UBC;PSMD12;NCF4;TLR1;TLR2;TAP2;TIRAP;PSMD6;PSMA5;HLA-A;STX4;PSME1;LY96;PSMD8;SEC22B;SEC61A1;PSMC2;BTK;HLA-E;PSMB10;IKBKB;IKBKG;SEC61A2;TLR6;VAMP8;PSMB9;PSMA4;PSMA3;PSMD3;PSMA7;HLA-F;ADRM1;PSMD13
REACTOME_SNRNP_ASSEMBLY,7.23339162549368e-05,0.000431148211361663,0.538434096309916,0.565931745839664,1.68525684522248,54,SEH1L;NUP188;NUP205;NUP98;NDC1;NUP107;NUP62;TGS1;TPR;PHAX;NUP54;SNRPD1;NCBP2;POM121C;NUP85;NUP133;NUP43;GEMIN5;NUP58;NUP155;NUP93;RANBP2;NCBP1;NUP160;NUP153;NUP35;WDR77;POM121;NUP214;SMN1;GEMIN2;DDX20;PRMT5;SNRPE;NUP37;SNUPN;NUP50;GEMIN4;CLNS1A;SEC13
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,7.46258525238831e-05,0.000440941450347639,0.538434096309916,0.617776848312514,1.75343189878731,34,SEH1L;RCC1;NUP188;NPM1;NUP205;NUP98;NDC1;NUP107;NUP62;RAN;TPR;NUP54;POM121C;NUP85;NUP133;NUP43;NUP58;KPNB1;NUP155;NUP93;RANBP2;NUP160;NUP153;NUP35;POM121;NUP214
REACTOME_SIGNALING_BY_FGFR3,7.46258525238831e-05,0.000440941450347639,0.538434096309916,0.617436269607597,1.75246523652588,34,FGF2;PIK3CA;SRC;PIK3R1;CBL;FGF9;MAPK1;SHC1;FGF20;NRAS;FGF18;GAB1;PPP2CB;GALNT3;KRAS;PTPN11;GRB2;FRS2;PPP2R1A;UBC;FGFR3;MKNK1;SOS1;PLCG1;BRAF
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,7.64656544305674e-05,0.000449856382559052,0.538434096309916,0.525156877860127,1.60351203819507,74,NGEF;ABR;TIAM1;ROCK1;PLEKHG5;ARHGEF38;GNB1;FGD1;AKAP13;ECT2;GNG12;GNA12;NET1;GNB5;PLXNB1;ARHGEF18;ARHGEF2;ARHGEF26;TRIO;ITSN1;RHOA;PLEKHG2;GNB4;ROCK2;ARHGEF12;ADRA1B;GNA13
