gene,spearman_rho_RAIR_like,p_value,p_adj
IL1RAP,0.866952693723239,3.09186192039209e-154,8.20147293003206e-150
MEX3C,0.834020979737725,5.23537692492822e-132,6.9436804155323e-128
ARHGAP23,0.820274574041255,3.93812559407561e-124,3.48209065028166e-120
FLII,0.81347557799921,1.76149688408942e-120,1.1681366586839e-116
RCC2,0.812656206909267,4.73927881825403e-120,2.51428219866013e-116
PAPSS1,0.808979655729548,3.79006107142861e-118,1.67558599967859e-114
FLNA,0.80356886620339,2.01940960885365e-115,7.65240846920742e-112
SERPINB8,0.803225201477257,2.98896991824996e-115,9.91067700643731e-112
TMEM43,0.800541824368772,6.21902437523641e-114,1.83295378419468e-110
PON2,0.799825106734276,1.38803332125832e-113,3.68189718796981e-110
LASP1,0.79703343005108,3.06979577426096e-112,7.40267297345875e-109
AL031985.3,0.794993197960942,2.86149948932748e-111,6.32534462115839e-108
ACTN1,0.794137767814048,7.24114706960534e-111,1.47752820898732e-107
TNFRSF10A,0.793431784019204,1.552883211724e-110,2.94227000529935e-107
DCUN1D3,0.790064907111829,5.67083496520932e-109,1.00283045524762e-105
DPY19L1,0.787981580486812,5.08351282621805e-108,8.42782882676625e-105
SEPTIN11,0.786953074189406,1.48748260632443e-107,2.32099785972717e-104
GPR161,0.78533181234269,7.98440471927501e-107,1.17663510879716e-103
ANXA1,0.784654583470769,1.60402929865606e-106,2.2393937461132e-103
CD276,0.783751418620123,4.05092830253467e-106,5.37274620765174e-103
CLDN1,0.781158581696679,5.64844172761752e-105,6.73304701456274e-102
CSGALNACT2,0.78115830216562,5.65003555902563e-105,6.73304701456274e-102
SPATS2L,0.781125866365793,5.83804875725488e-105,6.73304701456274e-102
B4GALT5,0.778970756834319,5.07490365308089e-104,5.60903726256765e-101
TNFRSF10A-AS1,0.778331534007355,9.59299252339516e-104,1.01785487870232e-100
ARF6,0.77660325038715,5.30888628393114e-103,5.41628913721375e-100
SDC3,0.775553145376649,1.4901549074149e-102,1.4210222872584e-99
AHR,0.77554643663124,1.49998582685799e-102,1.4210222872584e-99
DOCK9,0.775284795560301,1.93813354189705e-102,1.77279070111591e-99
KANK2,0.775055580092171,2.42528887804563e-102,2.14444042596795e-99
MAP4,0.773789770281376,8.32647269054514e-102,7.12477466417421e-99
ENDOD1,0.773684014364169,9.22698336074001e-102,7.64859251959343e-99
PTPRE,0.773294645612729,1.34602475454211e-101,1.08195917087831e-98
ZFP69B,0.772170418256975,3.98766777316775e-101,3.11108456914846e-98
NRIP1,0.772065250003261,4.41268903660054e-101,3.34431398242474e-98
RUNX1,0.771901444802865,5.16611728530542e-101,3.80656741972254e-98
ANKLE2,0.766961571933591,5.63910664622135e-99,4.0427822404775e-96
CD109,0.766142452754592,1.21415285034561e-98,8.47542592322831e-96
PARP4,0.765734151054857,1.77739431070608e-98,1.2089015765587e-95
RASA1,0.764587141944008,5.16341173317988e-98,3.42411649085824e-95
DUSP6,0.764330532432125,6.54925008318515e-98,4.23720506601389e-95
SEC23A,0.763959135631206,9.2342440746868e-98,5.80443681671805e-95
EDEM1,0.763938816241873,9.40928836307306e-98,5.80443681671805e-95
ACVR1,0.763802964147346,1.06674713337789e-97,6.43103055908679e-95
SIPA1L2,0.760750846548204,1.74974761138596e-96,1.03141789199164e-93
IQGAP1,0.760348053438884,2.52317887927855e-96,1.45499658590745e-93
TMEM117,0.760117923906939,3.10909134467109e-96,1.75471823422862e-93
TTL,0.759727372420333,4.42895300258938e-96,2.44755015305595e-93
CHST15,0.759520612609101,5.33991571928532e-96,2.89074702795434e-93
QSOX1,0.759389727792655,6.01055943482428e-96,3.18872199136298e-93
CLEC16A,0.759285555884781,6.60367019437642e-96,3.43468540345155e-93
RAD18,0.758986644006015,8.64856278421503e-96,4.38821754451441e-93
SHROOM4,0.758971456151826,8.76783268714708e-96,4.38821754451441e-93
ZNF217,0.758579833138593,1.24772459600342e-95,6.12910048770127e-93
PAM,0.758127458708604,1.8739177808289e-95,9.03773510077587e-93
MICAL2,0.757280217709975,4.00418456725074e-95,1.89669642555166e-92
SGMS2,0.756938147230872,5.43588458254079e-95,2.52968902520135e-92
SLC35F2,0.756528913760941,7.83073555752345e-95,3.58134640342874e-92
SFXN3,0.756183879257491,1.06468376659632e-94,4.78674603266676e-92
FAXC,0.755691922197467,1.64841101523064e-94,7.28762509833466e-92
DLGAP4,0.755627891981745,1.7447827660163e-94,7.58723076251615e-92
MAP2,0.755323762189883,2.28476801121484e-94,9.77512197830401e-92
UGCG,0.75520684262231,2.53404603681257e-94,1.06695405035699e-91
CDH3,0.754630245633259,4.21918001595521e-94,1.74871826723794e-91
MET,0.754078730854452,6.86174887476834e-94,2.80022693310931e-91
TNFRSF21,0.751441093288857,6.89982919314317e-93,2.77310407844418e-90
MSN,0.751335040336332,7.56621179291731e-93,2.99554229878992e-90
TNFRSF1A,0.750634273457647,1.3897724387593e-92,5.41955802980956e-90
SRGAP2,0.750617798609883,1.40974705593327e-92,5.41955802980956e-90
BTBD10,0.749983787198596,2.43935269341807e-92,9.24375279222967e-90
PPP4R1,0.749460318702678,3.8313179947148e-92,1.43140198771556e-89
SEPTIN9,0.749250018169519,4.59179620906749e-92,1.69169425335728e-89
EPHA4,0.747145615182636,2.78326376141923e-91,1.0113541717179e-88
CNN3,0.746819775145216,3.67309530437576e-91,1.31665575734962e-88
SYTL5,0.74678434188716,3.78549206105117e-91,1.33885283215258e-88
PPRC1,0.746741692802821,3.92532244343608e-91,1.37004083071823e-88
RND3,0.746208999781966,6.17115548788793e-91,2.12592299313916e-88
SLC6A6,0.745770974612989,8.94478765768122e-91,3.04191586420067e-88
SOWAHB,0.745550890492776,1.07755926045815e-90,3.6181439168244e-88
AL158166.2,0.745448672459179,1.17482551463024e-90,3.8954277001352e-88
MBOAT2,0.745332267978326,1.29626152877958e-90,4.24501645832185e-88
ECE1,0.745221323374573,1.42359512556329e-90,4.5583840198078e-88
LYST,0.745219057896917,1.42632086874782e-90,4.5583840198078e-88
SLC15A4,0.744180536066029,3.4206950060451e-90,1.08020661583753e-87
LLGL1,0.743752201307087,4.90078241727053e-90,1.5293900517708e-87
PDE5A,0.743683529843668,5.19123694646057e-90,1.60119478188155e-87
IL17RD,0.742807759036773,1.08010450777649e-89,3.29320139922748e-87
HNRNPF,0.740683509344723,6.30834423494206e-89,1.90153567245537e-86
LDLRAD3,0.740256170188203,8.97831372902673e-89,2.67594101096812e-86
RAP2A,0.740181005678207,9.55264764054095e-89,2.81548368125544e-86
EHD2,0.740146343826929,9.82966726827983e-89,2.86529399954276e-86
EPHA2,0.739426830881846,1.77747588819402e-88,5.12492667502551e-86
GATAD2A,0.73842704146191,4.03525226418734e-88,1.15095808128853e-85
TUSC3,0.737954168087616,5.93897965733811e-88,1.67592951479309e-85
CAMSAP1,0.737729704647483,7.13272212994801e-88,1.99160618125264e-85
ELK1,0.73740675309767,9.28018656485229e-88,2.56423155020075e-85
YBX3,0.737042524128189,1.24814395617761e-87,3.41322335892446e-85
EPS8,0.736775665144154,1.55034690960454e-87,4.19637776777246e-85
DRAM1,0.735807090025773,3.39812117832301e-87,9.10490529052487e-85
SNX30,0.735744090049258,3.57564487394839e-87,9.48475559263549e-85
USP6NL,0.735466993904359,4.47250567347082e-87,1.17463054945037e-84
KCNQ3,0.735005645013391,6.48792216913066e-87,1.68724140645451e-84
PRICKLE1,0.73479593300945,7.68122301103763e-87,1.9781759377746e-84
DNMT1,0.734570356190382,9.20924836900401e-87,2.34888963688654e-84
RNF139,0.734419218319347,1.03985162659206e-86,2.62696230923627e-84
SOX4,0.733673615808786,1.89085492666172e-86,4.73177526270083e-84
PTPRF,0.73340265703589,2.3486243111337e-86,5.82239331561986e-84
TPM3,0.733208755658174,2.74234050698331e-86,6.73549298965179e-84
MGAT4B,0.733137568415226,2.90280165324193e-86,7.06419418843077e-84
ITGB8,0.733061163259183,3.08542272146199e-86,7.44035664631826e-84
RAB27A,0.731522065250003,1.04985897422457e-85,2.50887920272801e-83
PCDH1,0.731459746862724,1.10302827367327e-85,2.6124042845944e-83
ERI1,0.731193794596133,1.3617082315287e-85,3.19651969464869e-83
TGFBR1,0.731115068028542,1.44926535998845e-85,3.37221166132049e-83
COL8A1,0.729999645927325,3.49598448123343e-85,8.06386820427809e-83
NDEL1,0.729339829852702,5.87337224722942e-85,1.34307820887938e-82
PTPRK,0.729091356340603,7.13781575314838e-85,1.61827094588046e-82
CORO2A,0.727853965520776,1.87871386916439e-84,4.22328509266563e-82
MAP4K4,0.727672829394741,2.16367110242515e-84,4.8229865262966e-82
AMOT,0.727477064476634,2.52010906053923e-84,5.57070107832197e-82
MYH10,0.727465696880247,2.54251349573132e-84,5.57377793287347e-82
CREB5,0.727183573804203,3.16665189635166e-84,6.88513181988722e-82
TMEM63B,0.72678121849452,4.32872675713617e-84,9.33526877721902e-82
AKIRIN2,0.726485940519518,5.44297472631484e-84,1.16435764185667e-81
CBFB,0.726157677879589,7.01894082900268e-84,1.489475395441e-81
CDC42BPG,0.726087083526075,7.41310508773582e-84,1.56063512347048e-81
CDCP1,0.726057978468654,7.58195058609761e-84,1.58361276572303e-81
DYNC1I2,0.72592032633202,8.43377518257413e-84,1.74776812885126e-81
AL158166.1,0.725813496514393,9.15987575986309e-84,1.88352608066766e-81
PELI1,0.725252742665571,1.41215202556679e-83,2.88144189462959e-81
CTTN,0.72458624744462,2.35893870183806e-83,4.77658076373713e-81
MPZL2,0.724386382737653,2.75049753960351e-83,5.52724982844868e-81
ICAM1,0.724237485860387,3.08361175726439e-83,6.15006657693197e-81
LRP12,0.723785856846554,4.35965522536232e-83,8.63016526178813e-81
RARG,0.723165950135386,7.00476933109195e-83,1.37635934278922e-80
PKP2,0.723100008411646,7.36660727864052e-83,1.43681341671484e-80
IL13RA1,0.72305572172124,7.61998982927322e-83,1.4753857679657e-80
ATP6V1B2,0.722506350013883,1.15852576306051e-82,2.22688799934371e-80
TMOD3,0.722237720666476,1.42139745833822e-82,2.7125171927971e-80
PHLDB2,0.722073419812636,1.61058017947405e-82,3.05158927433776e-80
DDX52,0.72197757042785,1.73229677020299e-82,3.25892937066699e-80
SEL1L3,0.721481589152704,2.52425695270371e-82,4.71538309348019e-80
RAD23B,0.720946939414438,3.78438156346189e-82,7.01989547918811e-80
EVA1A,0.720683527980127,4.6183521029634e-82,8.50738943633382e-80
SUSD6,0.720487669885001,5.35467570997594e-82,9.79573295743599e-80
UBQLN4,0.720076666051698,7.30085102906388e-82,1.32645461915718e-79
INPP4A,0.718276705851178,2.81957803913412e-81,5.08789980041304e-79
DUSP5,0.717832497535468,3.92912349729847e-81,7.04215742495535e-79
LAMB3,0.717794854019563,4.04106032790324e-81,7.19417223207795e-79
EGFR,0.717615115548822,4.62081065608918e-81,8.17144156422811e-79
SDC4,0.717218367799513,6.20978141176124e-81,1.09086530945946e-78
ITPKC,0.717099473922547,6.7841984734844e-81,1.18393189939242e-78
XPR1,0.716427824065663,1.11732674234698e-80,1.9371378540847e-78
CAP1,0.716017968256453,1.51389214926887e-80,2.59205817836406e-78
WASF1,0.716017316017316,1.5146234548987e-80,2.59205817836406e-78
ARL6IP6,0.715561464117564,2.12201660555577e-80,3.60824438967771e-78
ABR,0.715393775402385,2.40185546794637e-80,4.0580648498564e-78
MSMO1,0.715310754677952,2.55368463474176e-80,4.28728092538987e-78
NRCAM,0.715234848728733,2.70083450585252e-80,4.50090700135509e-78
ITGA3,0.715227827130539,2.71486511429094e-80,4.50090700135509e-78
CEP170B,0.715126327426058,2.92596609433742e-80,4.82075631170151e-78
ATIC,0.715017899305458,3.16952725996098e-80,5.18980741343982e-78
AHNAK,0.714532074325445,4.53299924340745e-80,7.37683054789117e-78
ELK3,0.714514557045767,4.59179482494174e-80,7.42694814185394e-78
GALNT7,0.714377137582791,5.08011786890348e-80,8.1669822176081e-78
TGM1,0.714006183227018,6.67153490203021e-80,1.066079125369e-77
GARS1,0.713711730507449,8.28010209012674e-80,1.31519753318983e-77
CBX3,0.713549429477109,9.32593853980245e-80,1.47249908158809e-77
FAS,0.713205699451933,1.19943134397705e-79,1.88261040416185e-77
CDYL,0.713147091106626,1.25196670175009e-79,1.95350992533075e-77
SLC2A13,0.712367821697569,2.21151094761513e-79,3.43055785944087e-77
PCDHAC2,0.711681185942722,3.64526886919368e-79,5.62176755954834e-77
RASGRF1,0.710619218190693,7.87330262004927e-79,1.20720939479438e-76
CD55,0.709648294021949,1.58704783344812e-78,2.41942705919797e-76
AF127577.4,0.709131203503368,2.30255824625082e-78,3.49015200228852e-76
RIPK2,0.709003788577615,2.5233679422307e-78,3.80311693384157e-76
LSR,0.708933719458902,2.65364022304831e-78,3.97686217833782e-76
SMIM3,0.708798705957552,2.92380025246251e-78,4.35711940993374e-76
ITGB4,0.70851833630568,3.57525803766501e-78,5.29817288866492e-76
SERTAD2,0.708086367642975,4.87191943026303e-78,7.17958526706428e-76
TBC1D2,0.707781492434958,6.05903931261099e-78,8.87967275173034e-76
MED13,0.707710118837971,6.37612676281684e-78,9.29302958848788e-76
FYN,0.70744652104962,7.69688961166281e-78,1.11567045813644e-75
MACC1,0.707282249964127,8.65406088113142e-78,1.24759575507007e-75
EMP2,0.707138105114859,9.59088582010403e-78,1.37517749872475e-75
TGFA,0.706700918539059,1.30942393656656e-77,1.86740749147121e-75
TIPARP,0.706432382368671,1.58494620901757e-77,2.24825043531552e-75
ARPC2,0.706317215572489,1.7200997056971e-77,2.42698748900645e-75
SVIL,0.705636371090525,2.78805548911201e-77,3.91301375154419e-75
PAK2,0.704659410040383,5.56191088221995e-77,7.76501305588244e-75
BID,0.704625307251222,5.69732717990328e-77,7.91242412429918e-75
PFKFB3,0.704617683149162,5.72804659399535e-77,7.9136543725167e-75
RBBP8,0.7042656439557,7.34108300161063e-77,1.00896149067732e-74
ZNF430,0.704067582413564,8.4394386185222e-77,1.15394097316969e-74
MAMLD1,0.704032794583806,8.64856496557474e-77,1.17647094500941e-74
TANC2,0.703700355370173,1.09257885611551e-76,1.47866054782246e-74
SLC2A1,0.703670026249598,1.11610895825928e-76,1.50283787953227e-74
ABTB2,0.703653843645234,1.128869219296e-76,1.51234267227504e-74
CXCL16,0.703307038778412,1.440016136354e-76,1.91949085592594e-74
SINHCAF,0.703216004830297,1.53494794329866e-76,2.03580145719701e-74
ARL13B,0.702920633678275,1.88791431426879e-76,2.49148333832308e-74
SRGAP2C,0.70275960994048,2.11319161534942e-76,2.77497627667122e-74
DCBLD2,0.7025250040532,2.49004869475716e-76,3.2537454028142e-74
TUBB6,0.702227862537806,3.0645983903402e-76,3.98487925991001e-74
ZDHHC20,0.702169876199651,3.19121518856876e-76,4.12927678497438e-74
PIAS3,0.702000387197114,3.59189657238786e-76,4.62517711063885e-74
ARAP1,0.700799086119792,8.28640927950962e-76,1.06186131665832e-73
MEX3D,0.700449409081811,1.05608778872189e-75,1.34681657132869e-73
LEPROTL1,0.700278506111481,1.188845776333e-75,1.50886713220139e-73
ARNTL,0.700057024335974,1.38584922567827e-75,1.75052555049246e-73
ITGA2,0.699366489443975,2.23325289192539e-75,2.79754055158598e-73
SMURF2,0.699364812257623,2.23583878811818e-75,2.79754055158598e-73
DEGS1,0.699333877487128,2.28407146254956e-75,2.84447322138918e-73
TMC6,0.699325212024308,2.29776689071745e-75,2.84815722164351e-73
PROS1,0.699254583843477,2.41247907581863e-75,2.97643813791465e-73
ANO6,0.698642909258764,3.67653924792477e-75,4.51499444863206e-73
SLC27A6,0.698625717771578,3.72027581569196e-75,4.54765144179931e-73
ASCC3,0.698395228460623,4.35911301922323e-75,5.30412073155576e-73
TNFRSF10B,0.698363345651335,4.45566983619194e-75,5.39685379337111e-73
HIF1A,0.698189850040905,5.01958400415326e-75,6.05224933155315e-73
ZFP36L1,0.697995016892994,5.73777096505723e-75,6.88688292394155e-73
GABRB2,0.697851244751804,6.33240192111061e-75,7.56636456573784e-73
NPTXR,0.697669829094711,7.17084263697072e-75,8.50542655242184e-73
SERINC5,0.697667469332356,7.1824457051289e-75,8.50542655242184e-73
KLF5,0.697566588957032,7.69632536429468e-75,9.07345451614581e-73
SIAH2,0.697506925323905,8.01727820068732e-75,9.41001422793946e-73
ACOT9,0.697093622405719,1.06370221658519e-74,1.24298524216471e-72
VWA5A,0.697068744141495,1.08194391681764e-74,1.25875633059231e-72
SGMS1,0.69699690465941,1.13638319290225e-74,1.31631880239847e-72
UBE2E2,0.696969946147642,1.15750730140094e-74,1.33495820334615e-72
KLF16,0.696722437619031,1.37063261832483e-74,1.57391345600365e-72
PTPRU,0.696625687413462,1.4641697030483e-74,1.67099161324113e-72
PLEKHA6,0.696622085964284,1.46777141629037e-74,1.67099161324113e-72
RNF24,0.695849616017502,2.48401193389549e-74,2.81585045121845e-72
PABPC1,0.695648912717359,2.8470971427422e-74,3.21370633227147e-72
PEA15,0.695542411383995,3.06070945700392e-74,3.44018555324093e-72
YWHAZ,0.695433860156202,3.29482607620718e-74,3.68770280580049e-72
TMEM237,0.695278130963985,3.66209898257773e-74,4.08154779881751e-72
CMTM6,0.695211602570465,3.83114698145224e-74,4.25209225230135e-72
AMIGO2,0.694700370658184,5.41694849953717e-74,5.98708232911346e-72
TSN,0.69464977553656,5.60563370395412e-74,6.16991865689157e-72
SMURF1,0.694215384271346,7.51910210962456e-74,8.241805890905e-72
NXN,0.693747449279089,1.03110182637923e-73,1.12555584553644e-71
MAPKAPK3,0.693373436722554,1.32654643430804e-73,1.4421299473957e-71
NOD1,0.693233298485128,1.45773306730986e-73,1.57827866708006e-71
CDC42EP1,0.692843818543345,1.89400207505868e-73,2.04228857898401e-71
STAM,0.692669391162719,2.1293298491992e-73,2.28674508420478e-71
MAP7D1,0.692527016676823,2.3427825810967e-73,2.50583269137787e-71
IGF2BP2,0.692414365660168,2.52663347735693e-73,2.69162568756506e-71
KLF8,0.692278561943984,2.76742435856432e-73,2.93634794141109e-71
LRATD2,0.692259039568553,2.80386479731666e-73,2.96316006428771e-71
UNC5B,0.692183845713764,2.94873257018848e-73,3.10389206971506e-71
CHST2,0.691971215755116,3.39989538763116e-73,3.55127947885239e-71
C11orf80,0.691970936224057,3.40053150730795e-73,3.55127947885239e-71
PPL,0.690897723312704,6.96313747602917e-73,7.24330136035881e-71
TNC,0.690605613356367,8.45840077703608e-73,8.76435699264293e-71
AXL,0.689952691463697,1.30545340959196e-72,1.34741078376795e-70
PARP14,0.689490843494287,1.77327733470904e-72,1.8231765341276e-70
MTHFD1L,0.689293401389828,2.02099433077361e-72,2.0698415296564e-70
COL8A2,0.689265448283959,2.05873905466151e-72,2.10038892938274e-70
MIR4280HG,0.68915691347693,2.21205134155914e-72,2.24815608759378e-70
HS2ST1,0.688989551129026,2.47098277957992e-72,2.50172859584492e-70
HSPH1,0.688794252096017,2.81143264465387e-72,2.83559172365356e-70
ACOT7,0.688726978287891,2.93918845150069e-72,2.95321639638285e-70
PLP2,0.688584417447956,3.22929987118388e-72,3.23246824086882e-70
SPRED3,0.68856033271839,3.28104819400482e-72,3.27192046594631e-70
PLS3,0.688373651029699,3.71111762945976e-72,3.68693281794193e-70
BAIAP2,0.688115364331464,4.39995147260164e-72,4.35496689411311e-70
USP4,0.686750507348871,1.07870152828737e-71,1.06370396800561e-69
THOC5,0.686725691669921,1.09638326646428e-71,1.07713564911968e-69
TAGLN2,0.686608039685956,1.18421265255422e-71,1.15913006721968e-69
POLR3C,0.686550269933826,1.229863923491e-71,1.19938861891626e-69
IFNGR1,0.686313879835188,1.43561120756973e-71,1.39490926344303e-69
NOTCH2,0.686138893392445,1.609626025696e-71,1.55828248020482e-69
SEMA4C,0.686024658366458,1.73437725124657e-71,1.6729487624206e-69
IGF2R,0.685974342775892,1.79232932383129e-71,1.72258433492568e-69
SCARB2,0.685928033797168,1.84736553611096e-71,1.76906924949023e-69
ALDH3B1,0.685894490070125,1.88827659155279e-71,1.80174190170968e-69
IGSF9,0.685644216595573,2.22331411580962e-71,2.11382187225685e-69
NDFIP2,0.685385184481181,2.63234692571239e-71,2.49377266255167e-69
FZD6,0.685340179980731,2.71067768903109e-71,2.55884115228607e-69
MDFIC,0.685289709962754,2.80127951486896e-71,2.634990794731e-69
MTAP,0.685195398853443,2.97872484124567e-71,2.79200194837041e-69
ITPRIPL2,0.684823420230222,3.7943557175349e-71,3.54398168180742e-69
LMNA,0.684705271769413,4.09722268150972e-71,3.81343609999041e-69
NTAN1,0.684693717818987,4.12810012393525e-71,3.82874069536735e-69
PARP9,0.684543702817487,4.55063881800432e-71,4.20593189151159e-69
DAG1,0.684446239655021,4.84791421164445e-71,4.46513098535002e-69
NIPAL2,0.684274809878693,5.4183663743358e-71,4.97327288739209e-69
PLCD3,0.684226062357788,5.59243085954493e-71,5.11533865449272e-69
ANOS1,0.684145091527786,5.89392070317541e-71,5.37258215025535e-69
DOK7,0.683742210022451,7.65167926979591e-71,6.95097412022624e-69
RAB31,0.683715824998649,7.78348149046364e-71,7.04657440327777e-69
SEMA4F,0.683614448401362,8.3112191236053e-71,7.49875505009368e-69
SLC22A4,0.683210279476354,1.07928699691545e-70,9.70480233226418e-69
OSGIN2,0.682444983628798,1.76804622612269e-70,1.58443223628819e-68
KDM5B,0.682182861866134,2.09296478718425e-70,1.86929238871547e-68
RUNX2,0.68128269348674,3.73071815894951e-70,3.32083992900317e-68
ARL10,0.681122149482029,4.13493361676444e-70,3.65005655589556e-68
DR1,0.681120192764618,4.14011952281619e-70,3.65005655589556e-68
MTMR11,0.681119540525481,4.14184959407587e-70,3.65005655589556e-68
RAP2B,0.680465267345025,6.29458541721097e-70,5.52881366811053e-68
RNF149,0.679488663152029,1.17330201207104e-69,1.02716201888437e-67
DHX32,0.679166084310294,1.44048189927791e-69,1.25691522566598e-67
PHF19,0.678513162151149,2.18021154491894e-69,1.89614070296787e-67
SLIT2,0.678464554529987,2.24843115951243e-69,1.94908120709891e-67
ZMAT3,0.678424767942633,2.30584616975585e-69,1.99234122146397e-67
SH3BP2,0.67810523314999,2.82302881519446e-69,2.43128773869637e-67
NPEPPS,0.677810421053218,3.40174422813687e-69,2.92021577331905e-67
PLK3,0.677540424849938,4.03448246558228e-69,3.45221554458179e-67
WDHD1,0.677489100850066,4.16736952163393e-69,3.55445800420777e-67
DSC2,0.677456627901687,4.25368507414108e-69,3.61645032938033e-67
CCDC71L,0.677363730411016,4.51054808003941e-69,3.82258141760784e-67
FN1,0.677224275222553,4.92535506322031e-69,4.16082701933063e-67
PTGFRN,0.677045903589876,5.5115961920437e-69,4.64128890762384e-67
DUSP4,0.677040250608912,5.53126755866649e-69,4.64311402725276e-67
PRSS23,0.676501873789863,7.76291514848736e-69,6.49587025958283e-67
SCRN1,0.676423884624487,8.15308946203652e-69,6.80090726635159e-67
JOSD1,0.676392453136442,8.31579346346507e-69,6.91488205052898e-67
TGIF1,0.675869295004035,1.15499657396592e-68,9.57419972531876e-67
DST,0.675751705605343,1.24339565113435e-68,1.02748638760093e-66
PGM2L1,0.67515649080436,1.80511112863645e-68,1.48703036640405e-66
WDR26,0.674769433465086,2.29920120752073e-68,1.88819229816393e-66
ANXA2P2,0.674557176214516,2.62500149694067e-68,2.1490984477731e-66
TEAD1,0.674015631376802,3.67916135046004e-68,3.00287489176317e-66
USP25,0.673912857124222,3.92228263339503e-68,3.19148678323425e-66
ELF4,0.673852292061504,4.07296187883972e-68,3.30395678281659e-66
CAMK2N1,0.673837290561354,4.11116423392956e-68,3.32477873381754e-66
PSD3,0.673586706657934,4.80457693924684e-68,3.87374492068272e-66
RASGEF1B,0.673434688346972,5.28064989674645e-68,4.2446823988211e-66
SPOCK2,0.673390972637636,5.42603277369407e-68,4.34836692915435e-66
INAVA,0.67282610546842,7.70385656011777e-68,6.15519575643626e-66
HNRNPAB,0.6718296984978,1.42694350459046e-67,1.13666977185485e-65
MMS22L,0.671751772634993,1.49726446272636e-67,1.18911488437962e-65
AKNA,0.67151019449771,1.73789869795857e-67,1.37610450334474e-65
SNX9,0.671480067373509,1.77048440729637e-67,1.39773420797451e-65
RANBP9,0.671275202054367,2.0087555009644e-67,1.58113496791044e-65
CYSLTR2,0.670873795454079,2.57182489127387e-67,2.01834991319321e-65
DTX3L,0.670816740155772,2.66367470200016e-67,2.08426652345889e-65
NECTIN1,0.670788709497754,2.70998623345103e-67,2.11426749495653e-65
HPSE,0.670779236404523,2.72581761455995e-67,2.12038234732601e-65
IL4R,0.670381820790775,3.47967554994049e-67,2.69888519408542e-65
ROR1,0.670117338061883,4.09278579713633e-67,3.16516723191948e-65
ESYT1,0.669978830181155,4.45553628611419e-67,3.42787910618705e-65
ISOC1,0.669977805233939,4.45833631770539e-67,3.42787910618705e-65
PLXDC2,0.669972307789785,4.47338453454319e-67,3.4295086174362e-65
C1orf112,0.669885762393026,4.71704744871476e-67,3.60589050791377e-65
CYP2S1,0.669866893596197,4.77189776339417e-67,3.63733793309752e-65
ZHX2,0.669810086598722,4.94088711517623e-67,3.75535735292735e-65
AC104024.2,0.669624756954975,5.53464194148126e-67,4.1946260611352e-65
SCARA3,0.669457318402648,6.13176745913234e-67,4.63393913449984e-65
ABI1,0.669115358740843,7.55735390801563e-67,5.69506732284155e-65
MAFF,0.668512037539157,1.09205710949284e-66,8.20620591682922e-65
LIPH,0.668350002702133,1.20536701416521e-66,9.03208062648205e-65
SLC20A1,0.667809762342694,1.67444099861398e-66,1.25116118110519e-64
PERP,0.667119320627715,2.54608095937811e-66,1.89711639124898e-64
FUT11,0.667026904562201,2.69275136488022e-66,2.00078214859419e-64
ACTBL2,0.666933356292109,2.84976727810861e-66,2.11153426869019e-64
SPINT1,0.666847989146741,3.00097390093858e-66,2.21737698318375e-64
RAI2,0.666824694891849,3.04360057972558e-66,2.24262636049447e-64
BACH1,0.6666656261899,3.35120827784242e-66,2.46244184980742e-64
AGFG1,0.666632750231545,3.41853609729911e-66,2.50497482091039e-64
UBA2,0.666509663388699,3.68276200586431e-66,2.69115550874812e-64
SEH1L,0.666401593569332,3.93142136610639e-66,2.86496931750929e-64
GCNT4,0.666215720929969,4.39872080782476e-66,3.19672515474958e-64
LPAR5,0.666195004593627,4.45410663032581e-66,3.228132034864e-64
PRPS2,0.665932121145316,5.22012626026409e-66,3.77299916021159e-64
OGFRL1,0.665815603279636,5.60023326041902e-66,4.03673335505095e-64
UBQLN2,0.665499158611513,6.77700852082614e-66,4.87173246675974e-64
RELA,0.665370387970474,7.3234493052088e-66,5.2503193586478e-64
MAP3K5,0.665280378969574,7.73118265070286e-66,5.52769140141628e-64
EMP1,0.664976342354732,9.28254046071236e-66,6.61905022206603e-64
SLC17A5,0.664883351689206,9.8161081817654e-66,6.98075296593858e-64
KRT15,0.664252744419325,1.43321197046971e-65,1.01650750611442e-63
GLRX3,0.66423511916409,1.44843423201014e-65,1.0245644383547e-63
TOMM34,0.663837253290546,1.83819399841059e-65,1.29680675536807e-63
ARHGAP18,0.663690406307711,2.00700683724717e-65,1.41214491683868e-63
ROCK1,0.66344802174584,2.3199786903438e-65,1.62803583968412e-63
SYNPO,0.663431063527884,2.34360810025112e-65,1.64027832367444e-63
SPTBN2,0.663225515017935,2.64975665639872e-65,1.84966960704296e-63
LRRC8A,0.66283336408175,3.34823464828117e-65,2.33110950866946e-63
GRB7,0.66264468061713,3.74671549115146e-65,2.60171139053099e-63
TET3,0.662504930520341,4.07190613197227e-65,2.82014052367354e-63
C21orf91,0.66243981521319,4.23285600231537e-65,2.92397756034942e-63
BMP1,0.662369404542226,4.41401296121549e-65,3.04119760543382e-63
POLR3D,0.662312380204924,4.56635765607277e-65,3.1380104452069e-63
MMP16,0.66222465403896,4.81098423637962e-65,3.2975753967495e-63
BHLHE40,0.662201623889097,4.87733393047126e-65,3.33443710927012e-63
