gene,spearman_rho_RAIR_like,p_value,p_adj
RPL10P6,0.0382846678678272,0.390603352188734,0.438585528283033
CCDC30,0.0382728827576543,0.390749340364717,0.438730878413312
AC138305.3,-0.0382691044446646,0.390796151251415,0.438764865321892
RNU6-964P,0.0382595668089553,0.390914331577634,0.438878975723889
DPF3,-0.0382552847755265,0.390967397059871,0.438919111155916
FBXO44,0.0382540117365774,0.390983174150009,0.438919111155916
PPIAP14,0.0382478524318259,0.391059513399067,0.438986231587966
PHKB,-0.0382254995685904,0.391336633578336,0.439278724654012
HNRNPKP5,0.0381518622322672,0.392250394711451,0.440285797652165
CR381653.2,0.0381399562434677,0.392398256450241,0.440433129547628
SNRPFP1,-0.0381372204040938,0.392432237890382,0.440452633590601
METTL21EP,-0.0381358461022008,0.392449308554113,0.440453156704312
AC012313.6,-0.0381268752459293,0.392560749590357,0.440559588916645
MED9,0.0381077238158598,0.392798723453376,0.440808010251904
AC124916.1,0.0380761952071314,0.393190684810808,0.441221765001956
CTAGE8,-0.0380753912642301,0.393200682458012,0.441221765001956
AP001631.2,0.0380663084781462,0.393313644542746,0.441329853432356
AC093270.1,-0.0380648596965887,0.393331664767423,0.441331404746866
AC040162.1,-0.0380631133031387,0.393353387409035,0.441337109991205
RN7SL749P,-0.0380529538913018,0.393479770356211,0.441460237214772
ADCK1,-0.0380509341951711,0.393504898270469,0.44146975687373
TSSK3,-0.038037930170851,0.393666710170823,0.441632613829193
C8orf88,0.0380284838474818,0.393784278009453,0.441745824176552
AC104333.2,0.0380171686394918,0.393925133663282,0.441885148033671
RNU6ATAC4P,-0.0380067409866454,0.394054967641471,0.442012097076186
AC092803.1,0.0380007108940873,0.394130059685842,0.442077633863023
RNU7-59P,0.0379750540793178,0.394449657541771,0.442417404480043
AC104763.1,0.0379616459459045,0.394616740085574,0.442586091391904
AP5S1,0.0379401467137466,0.39488473716934,0.442867940899455
AL445649.1,0.0379358240206591,0.39493863462554,0.442909661441553
HOXB5,0.037906709407296,0.395301765408402,0.443298157995404
AC007326.1,0.0379029982903348,0.395348066610923,0.443314911511361
RNA5SP124,0.0379028329174657,0.395350129937147,0.443314911511361
IGHV3-35,0.0378642577646892,0.395831602144094,0.443836034935717
RPL39P18,-0.0378489156738038,0.396023191146238,0.444032089286715
AC011416.3,-0.0378410116491802,0.396121916834453,0.44412401056472
DDX25,-0.0378384589762753,0.39615380431194,0.444131575226133
CSPG4,0.0378377908715823,0.3961621503968,0.444131575226133
CIB1,-0.0378212976577161,0.396368220173429,0.444343817442329
MIR583HG,-0.0378178063621526,0.396411849446837,0.444373947446511
AC092687.3,-0.0377728939558348,0.396973358880827,0.444967030303429
DNAH7,0.0377728051782583,0.396974469280353,0.444967030303429
AL603882.1,0.0377690062372436,0.397021986884093,0.44500148838365
IGHV4-80,0.0377592200014242,0.397144410035699,0.445119897773564
AL021707.6,0.0377528134277592,0.397224566825776,0.445190926973996
IGLJ2,0.0377505327161424,0.397253104632995,0.445204100447624
PPT2,0.0377440090784238,0.397334739608996,0.445276776631527
AMD1P4,-0.0377370230913083,0.397422171478918,0.445355942742165
HOMER3-AS1,0.0377343714094091,0.397455361156623,0.445374320295733
GCSAM,0.0377125609543694,0.3977284141158,0.445661467191978
CTSLP3,-0.0377026727317993,0.397852245476008,0.445781391547545
TEPSIN,0.0376947193108479,0.397951863899722,0.445874177056136
WASH9P,-0.0376649474962624,0.398324895739899,0.446247651758884
MIR628,0.0376648210332356,0.398326480731193,0.446247651758884
AL137796.1,-0.0376640881001907,0.398335666830538,0.446247651758884
IGLV2-34,0.0376447010377049,0.398578697673315,0.446484686239015
RN7SL652P,0.0376445241330682,0.398580915710619,0.446484686239015
AC073534.1,-0.0376355527759814,0.398693408656419,0.446591839788023
RASL12,0.037615096913418,0.398949978489176,0.446860363542095
FKBP1AP1,0.037612450456802,0.398983179190512,0.446874997107842
UBXN6,0.0376113698326354,0.398996736466189,0.446874997107842
AL049780.2,-0.0376036909310675,0.39909308225642,0.446964032085024
AL355377.3,0.0375802592129517,0.399387162069541,0.447274502282219
MIR4729,0.0375446551462751,0.399834259697851,0.44775630399566
RNU6-1121P,0.0375369459091647,0.399931107855478,0.447845853046876
OSGIN1,-0.0375314256983816,0.400000464763382,0.447904610929692
LIMD1-AS1,-0.0375170016122249,0.400181725572089,0.448088664099841
SEPTIN7P2,0.0374856291911317,0.400576138189649,0.448511360500554
SNRPCP13,0.0374255862073918,0.401331644813054,0.449338308724932
AC009309.1,-0.0374150010070107,0.401464924256085,0.449468559524624
AC078864.1,0.0374112378652344,0.401512312777079,0.449502642387304
MIR1301,0.0374090172330242,0.401540278342023,0.449514978826778
IGHD2-21,-0.037407124603016,0.401564114126358,0.449522691227033
RNU6-988P,0.0373702698347433,0.402028431864583,0.450023470635098
AL157400.4,-0.0373665878356889,0.402074837458758,0.450043860413614
C5orf49,-0.0373661322692208,0.402080579353926,0.450043860413614
HMGN2P19,-0.0373584696686387,0.4021771650341,0.450131392367832
KCNAB3,0.0373572356032343,0.402192721500037,0.450131392367832
RNU6-944P,0.0373348410546024,0.402475086736409,0.450428409027508
AC122718.1,0.0373227451779163,0.402627648801872,0.450580138046595
AP003469.2,0.0373196464774483,0.40266673744477,0.450604871644447
EDA,-0.0373135303587858,0.402743896048769,0.450670245661087
AC011008.2,-0.0373112941102642,0.402772109906933,0.450670245661087
SNORD14A,0.0373109758128717,0.402776125834554,0.450670245661087
AC136475.2,0.0372971376118404,0.40295074422001,0.450846610476632
MIR210HG,0.0372705774881464,0.403286021835171,0.451202708473564
LINC00457,0.0372344882928632,0.403741855108309,0.451693650299578
SPTLC1P1,0.0372296544031143,0.403802934064147,0.451742930664484
LGALS4,0.0372252037449812,0.403859175546194,0.451786795316225
IGHV1-17,0.037222372279395,0.403894958265353,0.451807770545555
RNU6-45P,-0.0372006413678295,0.404169646200615,0.452095978540842
SNHG10,-0.0371940782833289,0.404252628280564,0.452169732986306
CACNA1H,0.0371877897004772,0.404332149161439,0.452239229378981
AC007240.1,-0.0371864684565827,0.404348857844427,0.452239229378981
MIR4484,-0.0371791475605655,0.404441446648227,0.452323712530182
AC011466.1,-0.0371735440066504,0.404512324433551,0.452383908171693
RPL17P34,-0.0371715916179818,0.404537021391535,0.452392454866435
AC023049.1,0.0371665187413193,0.40460119551362,0.452445146165604
TRAJ49,-0.0371376853414396,0.404966066011231,0.452834072464966
MIR6509,0.0371203167529414,0.405185950381697,0.453060848957759
AC036214.2,-0.0371048647402598,0.405381630911855,0.453260543819249
EDRF1-DT,0.0371024956401313,0.405411637596965,0.453274988362364
AC246785.2,-0.0370800411245667,0.405696109000746,0.453573926804087
ZNF529-AS1,-0.0370656346192905,0.405878684492176,0.453758923793125
ELOA-AS1,-0.0370518150928131,0.406053867094583,0.453935640532321
IGHD4-17,-0.0370492734121466,0.406086091494847,0.453952533313343
KANTR,-0.0370188606145269,0.406471794667908,0.454363279685386
LSM4,0.0370167140937696,0.406499025647611,0.454363279685386
PPP1R35,-0.0370162499332038,0.406504914178299,0.454363279685386
HEXIM2,-0.0370135961124309,0.406538582608232,0.454381765569711
AC008267.3,0.0370070236837348,0.406621972682346,0.45445582065273
HCG4,0.0369906209100025,0.406830133214484,0.454669311718871
RNU7-175P,0.0369880273568652,0.406863052682181,0.454683911565919
LLPHP3,0.0369868908192411,0.406877479033409,0.454683911565919
AC107241.1,-0.0369783571681826,0.406985808480653,0.454785809914812
PDGFRL2P,0.0369672505504751,0.40712682584319,0.45492422521237
LETM1,0.0369652812400483,0.407151832613638,0.454933003871498
MIR1296,0.0369623252003779,0.407189370820161,0.454955783259997
BLOC1S3,0.0369404952917652,0.407466648537045,0.45524641222701
HEY1,-0.0369259622572014,0.407651305505226,0.455433539562465
AL512506.1,0.03688430679769,0.408180855912938,0.456005954512576
MARCHF3,0.0368648389868342,0.408428482993749,0.456263379233194
AC104564.5,0.0368619910410391,0.408464715833274,0.456284639610605
RPS3AP15,0.0368557370383722,0.408544288747425,0.45635431015767
KLHDC1,-0.0368344149710506,0.408815649613861,0.456638197812754
AC022784.2,-0.0368265141360198,0.408916228813434,0.456731310181698
IGLV3-32,-0.0368234318364278,0.408955471080954,0.456755908458669
AL157762.1,0.0368145323017738,0.409068787960503,0.45686323394553
CATSPER2P1,0.0367836860794746,0.409461693965937,0.457282792781258
MIPEP,0.0367720312403911,0.409610206564516,0.457429391627598
AHCYL2,0.0367358785567998,0.410071087805076,0.457924798986169
PPCDC,-0.0367220883579041,0.41024696880357,0.45810191936365
CHKB-DT,0.0367165037237159,0.410318208266287,0.458162181868645
KLHL10,-0.0367045420266341,0.410470820336408,0.458313296301872
CARD14,0.0367027331867281,0.410493901158834,0.458319775323648
GBP4,0.0366867742674889,0.410697570500368,0.458527873862232
RNU6-213P,0.0366453103232588,0.411227017197872,0.459099657331261
RNA5SP440,-0.0366438591585438,0.411245554209077,0.459101029878792
PRDM11,0.0366338988689638,0.411372799148025,0.459223755163729
ITGA6-AS1,0.0366238568921271,0.411501111242048,0.459333584617655
AC073611.1,0.0366234886355621,0.411505817117317,0.459333584617655
STX10,0.0365538106605692,0.412396790535492,0.460308742509761
AC087276.1,-0.0365482458691325,0.412467996747739,0.460368849689915
RNU6-678P,-0.0365465089887504,0.412490223088801,0.460374286096416
IFITM3P3,-0.0365431385189147,0.41253335600707,0.46040305458783
RNU6-199P,-0.0364869324173777,0.413253035176529,0.461186840468367
MTRF1,0.0364719080603713,0.413445536878973,0.461382259623544
DOK5,-0.0364470780826722,0.41376379049185,0.461717988582172
AC024575.1,-0.036444845229921,0.413792416748797,0.461730508441805
AC090517.2,-0.0364379475831243,0.413880855312618,0.461809766038047
LINC00472,-0.0364179136741895,0.414137784424451,0.462077011426054
AC074044.1,-0.0363943450131989,0.414440166124957,0.462394946230519
AC026367.2,-0.0363919172845197,0.414471320843112,0.462410256421786
PPIAP31,0.0363741704507028,0.414699105532887,0.462638888717481
NAGS,-0.0363732335966516,0.414711132320149,0.462638888717481
AC103810.2,-0.0363571833634524,0.41491720780815,0.462841485033185
MIR210,0.0363563711644274,0.414927637566506,0.462841485033185
ACOXL-AS1,-0.036344683306379,0.415077742930862,0.462989454143393
MIR933,-0.0363395192796319,0.415144073922646,0.463043970434451
RPL13P2,-0.0363189986918492,0.415407718879436,0.463318553210105
AC069185.1,0.0362896791703415,0.415784582072817,0.463704915172009
U2AF1L4,-0.0362893285358659,0.415789090227182,0.463704915172009
TCEAL3,0.0362798702230471,0.41591070787802,0.463810501122624
AC104623.1,-0.0362792459288841,0.41591873596486,0.463810501122624
PTTG4P,0.0362663957816297,0.416084002201718,0.463975291844743
MIR6129,-0.0362488196018683,0.416310112695682,0.464207913294618
TMEM14DP,-0.0362261662932626,0.416601645025567,0.464513460947801
GSTO2,0.0362196803995394,0.416685136074075,0.464587025324741
LINC02615,0.0362029551233587,0.416900481156289,0.464807589238052
TMEM225B,-0.036195875355689,0.41699165590055,0.464889701358298
AL360219.1,0.0361626254763201,0.417420011656593,0.465347702328435
AC092681.1,0.0361603741291306,0.417449024940747,0.465360488992572
AL445524.1,-0.0361445906620218,0.417652460964818,0.46556770799936
MIR499A,0.0361351238817006,0.417774507982886,0.465684187030047
ZNF789,0.0361274334606,0.417873669355888,0.465775147211291
AC026471.4,-0.0361020884697165,0.418200569070858,0.466107990750684
AL355810.1,-0.0361015569734738,0.418207425916696,0.466107990750684
DNAH10OS,-0.0360660814325825,0.41866524593334,0.466598643486735
UBA52P3,0.0360368093067415,0.419043230793797,0.467000283171005
RPL18AP3,-0.035997171145686,0.419555388993305,0.467551411521086
MRPS18AP1,0.03597768632704,0.4198072836017,0.467812468695123
NCKAP5-AS2,0.0359692848844263,0.419915922578848,0.467913873653708
AC092718.3,-0.0359654993369299,0.419964878841374,0.46794876821584
AC027279.3,-0.0359553104030818,0.420096662950266,0.46807594747002
AL139156.2,0.035913315174373,0.420640086668819,0.468661749789024
AC092032.1,0.0359064824664872,0.420728541705004,0.468731151127787
AC104836.1,-0.0359057736898743,0.420737718025809,0.468731151127787
MYRFL,-0.0358946517672064,0.420881725604853,0.468871893385172
RPL35AP13,0.0358919884429815,0.42091621482879,0.468890622986246
AC140847.2,0.0358801065256347,0.421070102126721,0.469042352035166
RNA5SP477,-0.0358718967764087,0.421176448985906,0.469139658975534
MIR194-1,-0.035870632392612,0.421192828866106,0.469139658975534
AC026124.2,0.0358601303039579,0.421328896067623,0.46927151062688
TLL2,0.035853172743332,0.421419053799204,0.4693426011093
AL390778.1,0.0358524738359536,0.421428111031491,0.4693426011093
AC008278.2,-0.0358341105822769,0.421666123632436,0.469587959002225
CSGALNACT1,-0.0358206938706293,0.421840072040379,0.469761954279727
MAGI2,-0.0358123645380478,0.421948083399606,0.469862510400821
DDX56,0.0357432180114724,0.422845371050806,0.470841923956581
AC009299.2,-0.0357408578159988,0.422876018042648,0.470856284036406
CD300C,-0.0357197831584401,0.42314972865131,0.471141273598248
AC127526.2,-0.035702706618794,0.423371588863288,0.471368510647957
ITGA1,-0.0356532547664704,0.424014455348272,0.472064443992624
HSD17B6,-0.0356289355643639,0.424330809911534,0.472396821409046
RPL30P7,0.0356122499964171,0.424547942457839,0.47261871418653
U47924.1,-0.0356050256806173,0.424641973968211,0.472703554554567
AC106786.1,0.0356000646611866,0.424706553497978,0.472755603780419
RPUSD2,0.0355961372534769,0.424757682157561,0.472792676635956
MIR658,-0.0355470741582092,0.425396708492953,0.473484100767207
MRPS10,0.0355367843198167,0.425530800304322,0.473613477483844
KIR3DL2,0.0355321254166908,0.425591520792172,0.473661184884332
MIR4421,-0.035524296420127,0.425693569146884,0.473754882114128
MIR5697,-0.0355158050688567,0.425804267169883,0.473858197304427
NREP,-0.0354924452857946,0.426108884824414,0.47417729910863
RPL31P7,0.0354834561986853,0.426226138626069,0.474287882926215
UBXN7-AS1,-0.0354638499585933,0.42648194783558,0.474541635175194
AC013553.3,-0.035463236263185,0.426489956366457,0.474541635175194
AC078883.3,0.0354412358809251,0.42677711213764,0.474841226314459
NIT2,0.0354290250941793,0.42693653957023,0.474998685036487
SNORD15B,0.0354238772860216,0.427003761156012,0.475053548983952
RPS3AP25,0.0354193919983202,0.427062336368916,0.475098789402863
RNU6-1189P,-0.0354176523734332,0.427085056100676,0.475104139153975
LINC02289,-0.0354081649886084,0.427208974962215,0.475222061135944
CACNA1D,-0.0353922692324143,0.427416643156607,0.475433131059343
APRT,-0.035380805985431,0.427566439744551,0.475579813010062
ATP5F1B,-0.035372978291618,0.427668746061222,0.475673661705731
IGLL1,0.0353442734152847,0.428044034373301,0.476061712752386
B4GALNT2,0.0353435473824819,0.428053529022738,0.476061712752386
AL022328.3,-0.0353374778471636,0.428132907779955,0.476130031518157
BGLAP,0.0353350749991623,0.428164335130104,0.476145019647891
KLLN,0.0353330119346746,0.428191319448812,0.476155065804443
AC138819.1,-0.0353202474724435,0.428358297058107,0.476320779197792
AF186192.2,0.0352772854925244,0.428920579276298,0.476918634347846
PTCHD3,0.0352764200449627,0.428931910564599,0.476918634347846
RNU6-1205P,-0.0352724626307593,0.428983727123735,0.476956255582371
AC007406.3,-0.0352675509585739,0.429048043343626,0.477007770557568
TRAJ17,0.0352646727642444,0.429085734648835,0.477029681361903
IGHG4,-0.0352553431256637,0.429207923835657,0.477145525655447
RPS15AP6,-0.0352151874435079,0.42973406823353,0.477710413794427
RNA5SP429,0.0352138120138637,0.429752096571015,0.47771043513568
MMD,0.0351985509109917,0.42995215968503,0.477912797008259
VPS33B,-0.0351851849263604,0.430127423322397,0.478087577249105
RPS27AP16,0.0351663116622221,0.430374972469833,0.478342684980088
ZNF843,0.035145721178285,0.430645139366949,0.478622908905505
PTCH2,-0.0351383601933964,0.430741746350951,0.478710221371935
STEAP2,0.0351332338202764,0.430809033264292,0.478756064359002
C1orf189,0.0351324674546319,0.430819092823998,0.478756064359002
AL135925.1,0.0351262022282542,0.430901337277709,0.478827400302816
KTN1-AS1,0.0351237853527982,0.430933066347777,0.478842598774344
IGKV1-37,-0.0350987113099646,0.431262321510286,0.479188386058805
AL513128.3,-0.0350960635584205,0.431297098458027,0.479206954582291
AC008972.1,0.0350890278634754,0.431389516816565,0.479289563270208
RNU5E-10P,-0.0350715343709535,0.431619354649242,0.479524836715773
BRCA1P1,-0.0350695929479104,0.431644866350919,0.479529745566803
RNU6-1128P,-0.0350684467562043,0.431659928547241,0.479529745566803
USP32P1,0.0350539443477223,0.431850532079315,0.47972139595192
AL358472.3,0.0350491881486285,0.431913052857694,0.479770755448207
SNORA70F,0.0350025512887614,0.43252637661757,0.480431919356713
Z83843.1,0.0349257310384112,0.433537738979737,0.481535133748284
EIPR1,-0.0349008503334805,0.43386559322188,0.481879107557827
AC092814.1,-0.0348832543730315,0.434097542267131,0.48211653852696
MIR367,0.0348770732914998,0.434179037918616,0.482186860365469
ACSL3-AS1,0.0348697626038633,0.434275438453953,0.4822737285619
FIBIN,0.0348571985237592,0.434441140319426,0.482437547122414
RUSC2,0.0348463417770348,0.434584354272255,0.482576380669199
AC011375.1,0.0348393813112761,0.43467618574628,0.482645835854445
LINC02084,-0.03483884267762,0.434683292564378,0.482645835854445
INTS6L-AS1,0.0348310448261352,0.434786186150948,0.482739875846137
RN7SL605P,0.0348217793893416,0.434908462926997,0.482855428076407
MIR2117HG,0.0347944243116215,0.435269585729309,0.483236137406589
MIRLET7BHG,0.0347813204214809,0.435442635311686,0.483405457455385
LINC00431,0.0347801157196515,0.43545854655419,0.483405457455385
ADGRD1,-0.0347684931870942,0.43561206970897,0.483555647853202
MIR627,0.0347654753633219,0.43565193752431,0.483579666684933
AC244250.4,-0.0347596541155449,0.435728846693219,0.48364479820003
AC018804.1,-0.0347535001165664,0.435810160593435,0.483714813167976
TRPV6,-0.0347495413767488,0.435862472748745,0.483748947212418
AP4B1,0.0347484127294717,0.435877387745005,0.483748947212418
AC010501.2,-0.0347464616778118,0.435903171450716,0.483757322646711
LINC02004,-0.0347429043245035,0.435950185148852,0.483789257049678
IRF4,0.034720273269563,0.436249343617639,0.484100990997385
THAP11,0.0346953018283195,0.436579576360139,0.484447180193644
AC004908.3,0.0346913908178281,0.436631310194873,0.484484319176324
AC000068.2,-0.0346737170677315,0.436865137891929,0.484723497206731
UST-AS2,0.0346605914171114,0.437038839727392,0.484895945399398
AC068587.2,-0.0346374600864472,0.43734505091497,0.485188372567593
STARD13,0.0346369730140716,0.437351500073597,0.485188372567593
AL031710.2,-0.0346365365823614,0.437357278762863,0.485188372567593
CYYR1,0.0346349231196412,0.437378642622354,0.485191781289752
GOLGA8B,-0.0346318033029299,0.437419953813148,0.485217316725111
PA2G4P4,-0.0345889171814428,0.437988059176822,0.485827183144784
AC003002.2,0.034562389634631,0.438339676898993,0.4861968751588
FAM86JP,0.0345582408475644,0.438394682930911,0.486237554751018
AL162231.5,0.0345378891883397,0.438664569456943,0.486516551800597
COLCA1,0.0345277237629289,0.438799410390518,0.48663742811747
MIR298,-0.0345269067986074,0.438810248176949,0.48663742811747
AC012358.2,-0.0345144026647701,0.438976146197204,0.486801055770361
GPR157,0.0345111382530599,0.439019462541864,0.486828738906629
AC084018.1,0.0345074601721782,0.439068270905239,0.486862509574131
CYBA,-0.0344572345433301,0.439735079019694,0.487581520130268
AC090115.1,0.0344482794873775,0.439854029440479,0.487693027292181
AC009053.3,-0.0344455496535933,0.439890293609348,0.487712849666941
RNU6-886P,0.0344406788928394,0.439955002929593,0.487763360763769
PPIAP43,-0.0344393522926671,0.439972628100532,0.487763360763769
MIR6812,0.0344320345009961,0.440069859324877,0.487850764311755
AC025283.2,-0.0344180478617753,0.440255733468198,0.488036423836241
IGHV3OR16-7,0.0344099577052903,0.440363267342983,0.488135228982029
ZNF692,-0.03439508547128,0.440560987360269,0.488333991505516
NPIPB15,-0.0343808799801815,0.440749890691351,0.488522965087697
AC002059.2,-0.0343460347054281,0.441213455979617,0.489016342845248
MIR148B,-0.0343306046437579,0.441418819256083,0.489223514648068
TM6SF1,-0.0343277184861343,0.441457238044511,0.489245652657978
LMO1,-0.0343255067881431,0.441486680125516,0.489257840784151
RNU4-29P,-0.034319779090913,0.441562932331916,0.489321900949844
CHMP2A,-0.0342884909608973,0.441979600485643,0.489763174972102
AC007566.1,0.0342846281077599,0.442031058165954,0.489799734696943
LINC01666,0.0342704707173132,0.442219680234546,0.489988272259882
RRP8,0.0342671076331338,0.442264494103127,0.49000456938736
ERVE-1,-0.0342665943612995,0.44227133379598,0.49000456938736
CCDC121,0.0342623556050253,0.442327820384603,0.490046684355427
AC087392.2,0.0342607945626842,0.442348624211371,0.490049265195073
AC092338.1,0.0342518102267746,0.442468368242983,0.490161450658315
AC005912.1,-0.0342461885940147,0.442543303268199,0.490223989914485
NIFK-AS1,0.0342175832490081,0.442924717786552,0.490626010105903
FAM162A,-0.0341838531679255,0.443374704535016,0.491103950747279
ACOT4,-0.0341824113128837,0.443393945857948,0.491104756266564
LCAT,-0.0341768648914581,0.443467966391296,0.491166232839061
KIF5A,-0.0341567505900749,0.443736463620365,0.49144308939058
RNU6-644P,0.0341524746809367,0.443793552835635,0.491485795863312
TCEAL5,0.0341395034432279,0.443966762123081,0.491657092308974
AC009955.4,0.0341229849098788,0.444187395337731,0.491880890403634
UBALD1,-0.0341212382107776,0.444210729133798,0.491886194990738
AC136475.1,-0.034111431078632,0.444341753559292,0.492010742816571
AC090971.3,0.0341049428442365,0.444428449210314,0.492086197927653
RPS29P3,0.0340968699413451,0.444536332603633,0.49217699434436
LINC00605,0.0340956825632187,0.444552201557813,0.49217699434436
AC022079.1,-0.0340946414733221,0.444566115678612,0.49217699434436
IRAG2,-0.034089651995238,0.444632803272897,0.492230280022406
DLGAP1,-0.0340744342206987,0.444836233788145,0.492434936043082
FGD2,0.0340643560208444,0.44497098783134,0.492559011096349
MIR320D1,0.0340632742358561,0.444985453589418,0.492559011096349
WASHC1,-0.034049771436771,0.445166037127264,0.492738339279692
MARCHF9,-0.0340217251538818,0.445541255185706,0.493133077487108
AC107398.2,-0.0340099966138931,0.445698219086083,0.49328622520455
PRR13,0.0340044874052623,0.445771960066014,0.493347255203234
ARHGEF40,-0.0339935856939731,0.445917900334012,0.493474948414647
AC004943.3,-0.0339930892944335,0.445924546237619,0.493474948414647
FLJ37453,0.0339627456827708,0.446330899820442,0.493904027726713
AC008799.1,0.0339491088701028,0.446513588824009,0.494085577221161
AC093157.2,0.0339416897357566,0.446612998951022,0.494174963925032
AC009961.1,0.033921243220323,0.446887029954102,0.494443966781753
LINC00623,-0.0339207686433419,0.446893391525014,0.494443966781753
IDH3G,0.0339127080409904,0.447001449476832,0.494528001346938
AL513314.2,0.0339123215678829,0.447006630788492,0.494528001346938
CRAT,0.0339019926837404,0.447145119194921,0.49464968494397
AC117395.1,0.0339000185109468,0.447171591429724,0.49464968494397
AF235103.3,-0.0338999459480061,0.44717256446341,0.49464968494397
LINC01410,0.0338951015320985,0.447237528436294,0.4947009165298
PFDN6,-0.0338537269876056,0.447792582076208,0.495294222006234
LINC02362,0.0338344844511863,0.448050860183836,0.49555923434251
ZNF790-AS1,-0.0338262405547909,0.448161537623351,0.495660980111616
RPL4P6,-0.0338044549852628,0.448454091675527,0.495963862238275
AL353135.1,-0.0337921254043651,0.448619711046312,0.49611159243568
AL590096.1,-0.0337917260469652,0.448625076067053,0.49611159243568
AC132938.2,-0.0337888513109515,0.448663696726819,0.496133617616125
LINC00174,-0.033782494730024,0.448749100935051,0.496207372187384
ZNF664,0.0337766237907166,0.448827988449265,0.49627391503148
AC005703.3,0.0337724391338085,0.448884222262009,0.496315404931935
AC002094.5,0.0337686860020586,0.448934660590013,0.496350483778371
AL138831.3,-0.0337546806020978,0.449122907430538,0.496537916996726
AP002812.5,0.0337472288444851,0.449223084838241,0.496627971510344
NDUFAF5,0.0337372580708019,0.44935714630432,0.496755476677158
NQO2,-0.0337200187500121,0.449588989969422,0.496991063007538
RPS7P4,0.0336764228863825,0.450175592242371,0.497618775672839
Z99916.1,-0.033668905725737,0.450276782760491,0.497709889970197
NUDT22,0.0336673745169878,0.450297396347579,0.497711935310466
ANO2,-0.0336607202007941,0.450386984920303,0.497790215083164
AL732366.1,-0.0336576972650805,0.450427686716458,0.497814458474262
RNU4-82P,0.033651781253549,0.450507347842834,0.497881756056954
H2BC6,0.0336354645203527,0.450727099481588,0.498103863719061
AC105137.2,-0.0336165084757236,0.450982472992424,0.498354195742408
AC104260.1,-0.0336158610748439,0.450991196139505,0.498354195742408
F8,0.0336083476552247,0.451092439705039,0.49844530765708
MIR4733,-0.0335878526280753,0.451368676035364,0.498729766339571
AC009093.6,-0.0335831876688659,0.451431564675035,0.498778477364627
BAMBI,-0.0335569613070279,0.451785216064053,0.499148429393772
AL355803.1,-0.0335440129624943,0.451959876587847,0.499320603347323
H3C13,-0.0335419588275962,0.451987588359229,0.49933042225717
ERHP1,0.0335124191652629,0.452386205751183,0.499749978917036
SNORD71,0.0335035486549508,0.452505945830514,0.499861438350069
RNA5SP33,0.033492967507032,0.452648800585153,0.499998421101098
AC005534.1,0.0334707056290857,0.452949438329758,0.500309673168234
MIR4522,0.0334680724934441,0.452985005204566,0.500328124919067
CSMD2,-0.0334534681239634,0.453182301128214,0.500525199638881
AC034105.1,0.0334512872445428,0.453211767598685,0.500536903460851
RNU6ATAC27P,-0.0334280187687292,0.45352622158333,0.500863339594463
AC007656.2,0.0334209172202403,0.453622217510455,0.50094849882108
IGSF9B,-0.0334068515581458,0.453812385306669,0.501137643422201
LINC00637,-0.0333970810369899,0.453944509166423,0.501262677968051
IGKV2OR2-1,-0.0333782710790583,0.454198931537841,0.501522743120042
TPM2,0.0333736789828051,0.454261056128253,0.501570461823928
EGFL7,-0.0333692996628855,0.454320306603448,0.501615003245081
AC069444.1,-0.0333618023065313,0.45442175296639,0.50170612749465
RNU6-322P,-0.0333579211548149,0.454474273640617,0.501743229807758
PROX2,0.0333018363537608,0.455233607243635,0.502560623678403
AGAP2,-0.0332788255520931,0.455545357014485,0.502883854516053
HCG4B,0.0332702840469735,0.455661107593749,0.502990700792001
ZBED8,0.0332550661862025,0.455867373980669,0.503197451717
AC093591.1,-0.0332509620643686,0.455923011157871,0.503234905904479
LINC00989,-0.0332497643901838,0.455939248043517,0.503234905904479
COA3,-0.0332177938290723,0.456372793242338,0.503686039285256
AC012313.9,-0.0332168232079793,0.456385959218169,0.503686039285256
WNK2,0.0331739640872845,0.456967533361253,0.504301834933929
HSPE1P11,-0.0331729020393275,0.456981950022878,0.504301834933929
AC096996.2,0.0331647510404071,0.45709260340599,0.504402961891476
AC021443.1,-0.0331605997959142,0.457148964136117,0.504444170833838
HSPA5,-0.0331544334557679,0.457232690655479,0.504515572060201
AC036176.1,-0.0331371957071484,0.457466790218876,0.50475288371307
ENDOV,0.0331214487908418,0.457680701959976,0.504967902012741
AC006504.5,0.0330762198231888,0.458295419603304,0.505625100877479
AL592148.1,-0.033057532816024,0.458549533873815,0.505884417548528
GLI3,0.0330495634901121,0.458657928279905,0.50598295718664
AC116353.1,0.0330473291559901,0.458688321039105,0.505995442230861
AIDAP2,0.0330323053780505,0.45889271274816,0.506199862700449
AC004241.3,0.0330183988528978,0.459081950083326,0.506387550229138
MED25,-0.0329995732492504,0.459338194734746,0.506649131087941
RNU6-82P,-0.0329892025215709,0.459479389978354,0.506783796198163
AL356596.1,0.0329755590405008,0.459665179965959,0.506967633935264
GPR182,0.032953242857388,0.459969160772552,0.507281804367733
EIF5A,0.0329453442238634,0.460076779205212,0.507379397380678
CHRM3,0.032936031125229,0.46020368768938,0.50749825474551
LINC01233,-0.0329233078314399,0.460377098054419,0.507668380918376
AC090197.1,-0.03289420000132,0.460773956199691,0.508084883694421
