gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
AL158166.1,1.78574026131359,1.63647383944234,22.8687856985161,6.22786812563975e-64,9.71767234710117e-61,135.02471829451
DPY19L1,1.57758930574919,4.20456846908366,22.8440333067426,7.50895139766055e-64,1.10656913763524e-60,134.838834079216
FAXC,1.75278897456628,2.1220765984711,22.8342280104136,8.08666848545204e-64,1.12898404339527e-60,134.765179245009
QSOX1,1.97268980094345,5.60725022668955,22.8186851243892,9.09506788251716e-64,1.20627885325825e-60,134.648402438977
SHROOM4,2.17967284716181,4.17526179748452,22.7610909422441,1.40612749665499e-63,1.77613990363191e-60,134.215443612889
SDC4,2.65958676449373,9.54034492053561,22.6362985213241,3.61887283487997e-63,4.36337367354665e-60,133.276024283191
TMEM43,1.68340747274065,6.78798210371908,22.6077176065025,4.49476904229644e-63,5.18383667895458e-60,133.060621125205
SDC3,1.73096218947138,5.74342609867976,22.5951131781138,4.9457703607761e-63,5.30403178743639e-60,132.965596956947
PKP2,1.98013476273055,1.50041910495029,22.5937048335617,4.99889899290921e-63,5.30403178743639e-60,132.954978394694
SLC27A6,4.95936216365671,4.33554225690919,22.5260529986015,8.35404357576523e-63,8.52305230349033e-60,132.444635532513
EVA1A,3.04586731868914,3.82309769234568,22.5050989178297,9.79533721123614e-63,9.62337462463889e-60,132.286459776703
PROS1,3.21301292558047,6.49663916217229,22.4661773986876,1.31664539513678e-62,1.24733341969279e-59,131.992521827939
TGFBR1,2.08270424993291,5.42374114395407,22.4537215643902,1.44740886207967e-62,1.29425621389617e-59,131.898418423197
ENDOD1,1.94468357442863,6.10266755275298,22.4522440276524,1.46375957237748e-62,1.29425621389617e-59,131.887254523284
LAMB3,4.37643606259227,5.41770725329242,22.3582456056809,2.99260316577666e-62,2.5607029540449e-59,131.176521262872
BID,1.70470740514412,4.45010534524727,22.2857797089325,5.19723591124461e-62,4.30818374317733e-59,130.627922198532
NRIP1,2.53512749767867,4.05344647999526,22.2584497924067,6.40099151437831e-62,5.14523336092118e-59,130.420870423163
DCUN1D3,1.37770399052778,3.39139324263921,22.232000547906,7.83142008548128e-62,6.1098896819846e-59,130.220411498864
RND3,2.23071506605652,3.66756537624681,22.1753556562504,1.20655204405234e-61,9.14428557729496e-59,129.790838451861
FN1,5.22375945813094,9.23035354838201,22.1160678139983,1.89745911472689e-61,1.39811112436793e-58,129.340842096469
ICAM1,2.77710398398913,5.52561517039071,22.1116775883233,1.96218108078707e-61,1.40672473916102e-58,129.307504742334
SYT12,4.14001399016764,3.11964051627088,22.01876875769,3.99228009539971e-61,2.78682162659402e-58,128.601501025872
RUNX2,2.38142292755749,2.46166873694192,21.9439399924399,7.07891267338536e-61,4.81474968139026e-58,128.032198754521
FLNA,1.94896203133219,7.72403860170696,21.9221842333501,8.36249779065636e-61,5.54559040987377e-58,127.866565011938
MACC1,2.39003620933199,2.49787995778348,21.8996936687345,9.93511561359249e-61,6.42777748210133e-58,127.695282905216
ANXA1,2.74886098972048,9.0844636864422,21.8383649327041,1.58987277600628e-60,1.00411822038911e-57,127.227941253234
TNFRSF10A,1.68672395884337,3.28715356380164,21.722061023829,3.88208048818199e-60,2.39479225650036e-57,126.340560540702
SERPINB8,1.48634515432669,2.9802054882014,21.7056578218778,4.40347007614009e-60,2.65469198272028e-57,126.215289959833
MEX3C,1.46819294919578,4.4438049982397,21.6263820548821,8.0998663752479e-60,4.7746012326628e-57,125.609459853006
RASGRF1,2.44662972827694,1.64597481089264,21.5822903002374,1.1371387138531e-59,6.55733511384074e-57,125.272219217094
DUSP5,3.36674472151662,6.93032993245252,21.5393951967571,1.58210339851442e-59,8.92912228701987e-57,124.943934093052
AL158166.2,0.932985057934055,0.66745167906947,21.3592059593751,6.34757821526022e-59,3.50783041120818e-56,123.562800386602
ARNTL,2.57350053483815,4.53088439187963,21.3073218721754,9.47574051358804e-59,5.12966311966197e-56,123.164487393076
KANK2,1.41850250728876,5.88721144780435,21.2877944915321,1.10187805598875e-58,5.80769982675453e-56,123.014504147849
TNFRSF21,2.43859736563242,4.84424048385624,21.2860753551743,1.11661272398583e-58,5.80769982675453e-56,123.001298158584
MET,2.74606060883324,7.04825613266417,21.2835281686578,1.13880824321203e-58,5.80923604989274e-56,122.981730729299
TMEM117,1.33682902610865,3.3984814227563,21.2490442752588,1.48662777904296e-58,7.4078154228777e-56,122.716760610862
TNFRSF10A-AS1,1.41324489245421,2.14717319107652,21.2471947062665,1.50803752105631e-58,7.4078154228777e-56,122.702545294193
MAMLD1,2.29972008947821,2.96400507192332,21.1935159505973,2.28403774157344e-58,1.1015706387814e-55,122.289831480078
CYP1B1,3.75445376920217,4.29363622057857,21.1735304140109,2.66600548254238e-58,1.26282966839141e-55,122.136095765909
CYP2S1,3.18690461484298,3.28106584490984,21.0407893461221,7.45339495190555e-58,3.46857464024994e-55,121.1139771787
DRAM1,1.94592605135098,4.21736711188604,21.0232132002954,8.54143977001099e-58,3.90422913105472e-55,120.978506015202
CD109,2.65123488086362,2.84914246098019,21.021079612123,8.68391460198404e-58,3.90422913105472e-55,120.962058908705
C11orf80,1.37799530229782,3.41755371779586,20.992934809543,1.08020512015242e-57,4.77558683619384e-55,120.745057516469
ABTB2,2.30289458684062,3.7102486782542,20.9295843016019,1.76600755985837e-57,7.67952730045954e-55,120.256324658258
PCDHAC2,1.59921978867624,1.38649945954523,20.9066579278886,2.11006019444659e-57,8.92188829463104e-55,120.079355274814
PRICKLE1,2.11494110875357,3.26538696434534,20.906115051568,2.1189736958522e-57,8.92188829463104e-55,120.075164164526
TTL,0.956406820624699,2.89179692580291,20.8992469015672,2.235053087382e-57,9.26359659310856e-55,120.022138197742
PLEKHA6,2.14927728340303,2.16362645650009,20.8648419736109,2.91975069827594e-57,1.19152780034565e-54,119.756442701218
LLGL1,1.57868359415162,4.27395000315602,20.8618562833464,2.98826937696184e-57,1.20101262868621e-54,119.733379901717
GPR161,1.39613078491097,2.14467403541753,20.8026789132011,4.73333046693814e-57,1.87397498456718e-54,119.276086727906
ACTN1,1.61597381352964,5.1061828614143,20.7616607998512,6.51186784304155e-57,2.54020303536059e-54,118.958917960005
SGMS2,2.39388157274495,4.81006389344539,20.7544957502026,6.88513993602001e-57,2.6468872745343e-54,118.903498038197
PAPSS1,1.35021692878901,6.11008816599352,20.7188578594223,9.08547364930957e-57,3.40592331737275e-54,118.627773434357
NOD1,2.81507115285437,4.09635799233411,20.718421821337,9.11635962955083e-57,3.40592331737275e-54,118.624399114696
TGM1,2.15218382484929,2.29273691239346,20.6556071236106,1.48671345913581e-56,5.47730016903285e-54,118.13810987767
TIPARP,2.31608794419664,5.70910247994536,20.5795635438287,2.68895807501905e-56,9.77086327369251e-54,117.548899596954
PLCD3,2.8046166879648,5.27122596843634,20.5033474602225,4.87261426304925e-56,1.74663467488709e-53,116.957799574256
SPTBN2,2.04377691458075,2.38938256671865,20.4937692792765,5.2507860443471e-56,1.85709800816468e-53,116.883476307777
SEPTIN11,1.56531167577852,4.7689197341806,20.4822281580773,5.7457182679992e-56,2.00540687864404e-53,116.793909832377
PELI1,2.40944996208069,4.47429342146001,20.4685287968811,6.39421056027137e-56,2.20276401716569e-53,116.687577755249
B4GALT5,1.60910865488606,5.33773394295629,20.4454787028906,7.65502866706648e-56,2.60329859516161e-53,116.50862710346
ZNF430,1.78841282971721,3.58718198367097,20.4300050251906,8.63829557896387e-56,2.90049909528602e-53,116.388468423824
SIPA1L2,1.70691691859542,4.48355856061419,20.4043510545473,1.05550046715568e-55,3.49977567397144e-53,116.189206777703
DOCK9,1.95192803946201,5.77474029852788,20.3477878682629,1.64225426564079e-55,5.37807859881329e-53,115.749648028035
DUSP6,2.64804111340413,7.88057686828241,20.2822458103388,2.74193171749248e-55,8.86981472417142e-53,115.239943369489
AMOT,1.95805867714777,3.90833693068085,20.2576558537666,3.32369484059015e-55,1.06222083543969e-52,115.048611433017
SFXN3,1.20574497938503,4.95672750976167,20.2171364507554,4.56426374391892e-55,1.44132928656182e-52,114.733213631172
MAP2,2.10925481446351,4.36476772681739,20.1846948694528,5.88444098599006e-55,1.83636095993379e-52,114.480584955504
CD55,3.08804715169402,6.58136628629708,20.1461116940704,7.96123805605557e-55,2.45557907761546e-52,114.180006623529
MGAT4B,1.37703310014281,6.49262888943768,20.1381944101118,8.47082096398876e-55,2.58272410219271e-52,114.118311238062
SPOCK2,3.5158805909194,6.33428048218128,20.0668297335853,1.48221016456521e-54,4.46785304832464e-52,113.561949030691
CLEC16A,1.08313403934406,4.08240211910705,19.969474134499,3.18201349246557e-54,9.48383032597097e-52,112.80223114608
RAD18,0.986356842957747,2.9344098729342,19.9540802822752,3.59085413560051e-54,1.05834440889932e-51,112.682028326953
STAC,2.18013536783879,1.90497966589709,19.9323273736434,4.25984880371696e-54,1.23134395466048e-51,112.51213555019
YBX3,1.31063493625619,5.70411092493907,19.9320045454248,4.27066439827957e-54,1.23134395466048e-51,112.50961391311
MGAT3,3.20213055537369,3.66477107039045,19.9204513789991,4.67637338815391e-54,1.33382237090506e-51,112.419365233465
