"endpoint","score","n","events","HR_per_SD","CI_low","CI_high","p_value"
"OS","TDS",504,16,1.20569379044858,0.730440764633979,1.99016482473387,0.464448030310175
"OS","RAIR_like",504,16,0.913066463692378,0.557154827914351,1.49633517534172,0.718204597587891
"OS","OneCarbon",504,16,1.21037072374273,0.762019219433578,1.92252013011227,0.418668192770604
